index,energy_per_site
0.000000000000000000e+00,-1.753747007261743096e-01
1.000000000000000000e+00,-2.164534573178535481e+00
2.000000000000000000e+00,-2.183498079301585015e+00
3.000000000000000000e+00,-2.169947583889333842e+00
4.000000000000000000e+00,-2.189243163047161822e+00
5.000000000000000000e+00,-2.175566200970785236e+00
6.000000000000000000e+00,-2.167613879864788817e+00
7.000000000000000000e+00,-2.199698291561307695e+00
8.000000000000000000e+00,-2.176791868294646992e+00
9.000000000000000000e+00,-2.178744375237010367e+00
