r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,9.773829393144812805e-01,4.911876735591368765e-04
1.938934911242604642e+00,9.712920292868695293e-01,5.026553857341677697e-04
2.885680473372783439e+00,9.675918140335482143e-01,4.367016796598038116e-04
3.817278106508876334e+00,9.644661809411182452e-01,4.758757485472588523e-04
4.733727810650883328e+00,9.612671045100514844e-01,5.264256647975910702e-04
5.635029585798818630e+00,9.587826047435263899e-01,4.803792103524756889e-04
6.521183431952664478e+00,9.568874268161207119e-01,4.812633091632280077e-04
7.392189349112427976e+00,9.546381075313931097e-01,5.368651637874063574e-04
8.248047337278105573e+00,9.520442153362964621e-01,5.511209087510557381e-04
9.088757396449704373e+00,9.494282147056107846e-01,5.346638847863190809e-04
9.914319526627220824e+00,9.470281091244440175e-01,5.652502726700865936e-04
1.072473372781065137e+01,9.448599521072846841e-01,5.964767240346402662e-04
1.151999999999999602e+01,9.434302246945157622e-01,6.803524395907176213e-04
1.230011834319526542e+01,9.422759230679272902e-01,7.129059070334514995e-04
1.306508875739645248e+01,9.413699754625138860e-01,8.030730244256224001e-04
1.381491124260355008e+01,9.399026462235027246e-01,7.477298164802769799e-04
1.454958579881656533e+01,9.387678593637480695e-01,7.858121373705196809e-04
1.526911242603550534e+01,9.378536423185579451e-01,7.668701491922609841e-04
1.597349112426035944e+01,9.366865770135516245e-01,7.431263314432716861e-04
1.666272189349112409e+01,9.350256786953603516e-01,7.874752377652106689e-04
1.733680473372780995e+01,9.351465983282771788e-01,8.089707312172736897e-04
1.799573964497041345e+01,9.338505791849819326e-01,8.094341144251009481e-04
1.863952662721893816e+01,9.327449402947531887e-01,8.069189340476133447e-04
1.926816568047337341e+01,9.309782437881136685e-01,8.472069511655698970e-04
1.988165680473372632e+01,9.318898658088404785e-01,7.959566089402946801e-04
2.048000000000000043e+01,9.301563064260928160e-01,7.594955276817740410e-04
2.106319526627219219e+01,9.279747620974984068e-01,8.194827505894822358e-04
2.163124260355029804e+01,9.283937086710639663e-01,7.940758024011834639e-04
2.218414201183431800e+01,9.265538854082784326e-01,8.248996589255913137e-04
2.272189349112426271e+01,9.242746143132378744e-01,8.192819111949215362e-04
2.324449704142012152e+01,9.232445513157149231e-01,7.656355001493008513e-04
2.375195266272189443e+01,9.204421763246967148e-01,7.324978883020144419e-04
2.424426035502958499e+01,9.193057974243289410e-01,7.714160260127664055e-04
2.472142011834319675e+01,9.165837136515648798e-01,7.024359597611185132e-04
2.518343195266272261e+01,9.152566703310971441e-01,8.954249697671573353e-04
2.563029585798816612e+01,9.124915301928823164e-01,7.292283911974865732e-04
2.606201183431952728e+01,9.107994893870163811e-01,7.587098184399161975e-04
2.647857988165680609e+01,9.073186567123204815e-01,7.966316826004781046e-04
2.688000000000000256e+01,9.047553908010473878e-01,6.961792024031661710e-04
2.726627218934911312e+01,9.010957569817247270e-01,7.693980181250357825e-04
2.763739644970414133e+01,9.001651341365469738e-01,6.093574810636460991e-04
2.799337278106509075e+01,8.963644165463613422e-01,8.570687106512935634e-04
2.833420118343195426e+01,8.933955407846869701e-01,6.524822297662863108e-04
2.865988165680473543e+01,8.923861580855739772e-01,6.807053411684108870e-04
2.897041420118343069e+01,8.877365748394403511e-01,1.278314188411390018e-03
2.926579881656804716e+01,8.876695630040525309e-01,6.398342260789385968e-04
2.954603550295858128e+01,8.866551363777126493e-01,9.471609695031725723e-04
2.981112426035502949e+01,8.831765642888987911e-01,1.205218587122014288e-03
3.006106508875739536e+01,8.813712050837515521e-01,1.351043825700984054e-03
3.029585798816568243e+01,8.818457675941442364e-01,8.253326501226096283e-04
3.051550295857988360e+01,8.804594440448242354e-01,1.099162431473601088e-03
3.071999999999999886e+01,8.800834338756314823e-01,1.568047522573444734e-03
3.090934911242603533e+01,8.790599942938474021e-01,1.521882192359756605e-03
3.108355029585798945e+01,8.759904087188116195e-01,8.892044920288606812e-04
3.124260355029585767e+01,8.711222154929760819e-01,1.821205034408141920e-03
3.138650887573964710e+01,8.759994902847002551e-01,1.820407904024823331e-03
3.151526627218935062e+01,8.761973666642878245e-01,2.319825032472787665e-03
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,8.786072559927030623e-01,2.129025624833792447e-03
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,8.821847131553919308e-01,1.861612929606606005e-03
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,8.701172640207197606e-01,2.520929851101867680e-03
