r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,9.895519070457805544e-01,1.030749708998169196e-04
1.938934911242604642e+00,9.869409273088597390e-01,1.686258082720032750e-04
2.885680473372783439e+00,9.853255803514101574e-01,1.715369662006409443e-04
3.817278106508876334e+00,9.842879627490738192e-01,1.904133608019623438e-04
4.733727810650883328e+00,9.836191552881772271e-01,2.102192949285836855e-04
5.635029585798818630e+00,9.830799707283943700e-01,2.292663252386294820e-04
6.521183431952664478e+00,9.825465247137178393e-01,2.409219753187022178e-04
7.392189349112427976e+00,9.817755465465661802e-01,2.445536928011180161e-04
8.248047337278105573e+00,9.809457546675569573e-01,2.410885047343233265e-04
9.088757396449704373e+00,9.804481534804836418e-01,2.336543099880219825e-04
9.914319526627220824e+00,9.800655476611717098e-01,2.789541969450470621e-04
1.072473372781065137e+01,9.796551744506554193e-01,3.019729025829291473e-04
1.151999999999999602e+01,9.793965730256973812e-01,2.891401709373283245e-04
1.230011834319526542e+01,9.791340150813866439e-01,2.906726947957277447e-04
1.306508875739645248e+01,9.790434477592381279e-01,3.025887600791335951e-04
1.381491124260355008e+01,9.787048923873373774e-01,3.388056976769982789e-04
1.454958579881656533e+01,9.783966491962075018e-01,3.616357560467318554e-04
1.526911242603550534e+01,9.778856175654166982e-01,3.540246566916245650e-04
1.597349112426035944e+01,9.773844441523119597e-01,3.491175579106057603e-04
1.666272189349112409e+01,9.773422264454669772e-01,3.744897508107811537e-04
1.733680473372780995e+01,9.765689511002012546e-01,3.405447239556139605e-04
1.799573964497041345e+01,9.764111246305158254e-01,3.259207824321109603e-04
1.863952662721893816e+01,9.760598251827204974e-01,3.263351006079885457e-04
1.926816568047337341e+01,9.762861619818236081e-01,3.286816069862881560e-04
1.988165680473372632e+01,9.751131954979705974e-01,3.178175952397315515e-04
2.048000000000000043e+01,9.747108669591352248e-01,3.272466401330608745e-04
2.106319526627219219e+01,9.753858645751186662e-01,3.726428921502100049e-04
2.163124260355029804e+01,9.734201471025549779e-01,3.499171977690967712e-04
2.218414201183431800e+01,9.728151924987081811e-01,3.816368781316045169e-04
2.272189349112426271e+01,9.735205750707610628e-01,4.848122489172163670e-04
2.324449704142012152e+01,9.719296551659600825e-01,4.435481305147863590e-04
2.375195266272189443e+01,9.730452608913563450e-01,4.847094962867813618e-04
2.424426035502958499e+01,9.710442387537283615e-01,4.248252835700696466e-04
2.472142011834319675e+01,9.705560403768199729e-01,4.811953806445378790e-04
2.518343195266272261e+01,9.713310461029057707e-01,4.938050911757509154e-04
2.563029585798816612e+01,9.699403128068492252e-01,4.759011420839053333e-04
2.606201183431952728e+01,9.700965283058642363e-01,5.487624735071238661e-04
2.647857988165680609e+01,9.706204820561951108e-01,4.884326573113050105e-04
2.688000000000000256e+01,9.695444416782965646e-01,4.902643274595383472e-04
2.726627218934911312e+01,9.710129060626097042e-01,5.612332742281544648e-04
2.763739644970414133e+01,9.695415494961733271e-01,4.632177391718537507e-04
2.799337278106509075e+01,9.708186547354528129e-01,5.769307940456118357e-04
2.833420118343195426e+01,9.702728016103236985e-01,6.388450876301801033e-04
2.865988165680473543e+01,9.711066014399435398e-01,5.326112376669817983e-04
2.897041420118343069e+01,9.701638233695869529e-01,6.251089555816898187e-04
2.926579881656804716e+01,9.707322387556914789e-01,6.045089359203222740e-04
2.954603550295858128e+01,9.701095439680993415e-01,6.833813835553637344e-04
2.981112426035502949e+01,9.698625708429742254e-01,5.969072177758791807e-04
3.006106508875739536e+01,9.695601596656711063e-01,4.485801194631018098e-04
3.029585798816568243e+01,9.710587156200044534e-01,6.258514473728164947e-04
3.051550295857988360e+01,9.693565152753034209e-01,7.078161290275974179e-04
3.071999999999999886e+01,9.689194671027657746e-01,5.013153943370508674e-04
3.090934911242603533e+01,9.651767944705789137e-01,7.362806163413237537e-04
3.108355029585798945e+01,9.718466095412434669e-01,5.706077139578334938e-04
3.124260355029585767e+01,9.726068592182375294e-01,9.998293216037193887e-04
3.138650887573964710e+01,9.664322212320004546e-01,6.589947555410101670e-04
3.151526627218935062e+01,9.665269812733345844e-01,7.728273424208214259e-04
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,9.664615410333040613e-01,5.260194694104510134e-04
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,9.701391680641481274e-01,4.155789097184144206e-04
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,9.677488033933232536e-01,1.084025904268425509e-03
