x,y,theta
0.000000000000000000e+00,0.000000000000000000e+00,2.407603811500820257e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.582059650489027192e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.742518730222140988e+00
3.000000000000000000e+00,0.000000000000000000e+00,6.648565460103315061e-01
4.000000000000000000e+00,0.000000000000000000e+00,-2.861212172354707928e+00
5.000000000000000000e+00,0.000000000000000000e+00,-2.314571757534325869e+00
6.000000000000000000e+00,0.000000000000000000e+00,-7.839266295870617185e-01
7.000000000000000000e+00,0.000000000000000000e+00,-1.514666978992564417e+00
8.000000000000000000e+00,0.000000000000000000e+00,4.688562997484910788e-01
9.000000000000000000e+00,0.000000000000000000e+00,-2.178628199074807981e-01
1.000000000000000000e+01,0.000000000000000000e+00,-1.354445358486738638e+00
1.100000000000000000e+01,0.000000000000000000e+00,-2.686919376185866071e+00
1.200000000000000000e+01,0.000000000000000000e+00,-1.456181212122619639e+00
1.300000000000000000e+01,0.000000000000000000e+00,-2.909724829769883669e+00
1.400000000000000000e+01,0.000000000000000000e+00,6.055820078479055013e-01
1.500000000000000000e+01,0.000000000000000000e+00,2.723300385850716765e+00
1.600000000000000000e+01,0.000000000000000000e+00,1.884009536243427263e+00
1.700000000000000000e+01,0.000000000000000000e+00,-1.216588624279570485e+00
1.800000000000000000e+01,0.000000000000000000e+00,-1.614397728262465748e+00
1.900000000000000000e+01,0.000000000000000000e+00,-1.095359449856776024e+00
2.000000000000000000e+01,0.000000000000000000e+00,-2.034746953563998151e+00
2.100000000000000000e+01,0.000000000000000000e+00,-2.101782969668338108e+00
2.200000000000000000e+01,0.000000000000000000e+00,3.544585793481682678e-01
2.300000000000000000e+01,0.000000000000000000e+00,-8.466480846064974308e-01
2.400000000000000000e+01,0.000000000000000000e+00,-3.261935700995546306e-01
2.500000000000000000e+01,0.000000000000000000e+00,2.084635095298921215e+00
2.600000000000000000e+01,0.000000000000000000e+00,-8.476761663372114342e-01
2.700000000000000000e+01,0.000000000000000000e+00,2.781653846175617062e+00
2.800000000000000000e+01,0.000000000000000000e+00,-3.201944747657448076e-01
2.900000000000000000e+01,0.000000000000000000e+00,9.891195422320286923e-02
3.000000000000000000e+01,0.000000000000000000e+00,4.725294573669636122e-01
3.100000000000000000e+01,0.000000000000000000e+00,2.129752695457929335e-01
5.000000000000000000e-01,8.660254037844385966e-01,8.063873158064311930e-01
1.500000000000000000e+00,8.660254037844385966e-01,2.433595524701285484e+00
2.500000000000000000e+00,8.660254037844385966e-01,2.295316146554496228e+00
3.500000000000000000e+00,8.660254037844385966e-01,2.042556879495400324e+00
4.500000000000000000e+00,8.660254037844385966e-01,3.064846553349995339e+00
5.500000000000000000e+00,8.660254037844385966e-01,-7.890589531904437237e-01
6.500000000000000000e+00,8.660254037844385966e-01,-1.929331538126107137e+00
7.500000000000000000e+00,8.660254037844385966e-01,-2.119827704329778850e+00
8.500000000000000000e+00,8.660254037844385966e-01,-1.972395403409956671e-01
9.500000000000000000e+00,8.660254037844385966e-01,-1.466400374218154168e+00
1.050000000000000000e+01,8.660254037844385966e-01,-2.625014672412262051e+00
1.150000000000000000e+01,8.660254037844385966e-01,-2.039645080092543861e+00
1.250000000000000000e+01,8.660254037844385966e-01,-1.932259850253417843e+00
1.350000000000000000e+01,8.660254037844385966e-01,2.329714717989601169e+00
1.450000000000000000e+01,8.660254037844385966e-01,-2.929987981488221926e+00
1.550000000000000000e+01,8.660254037844385966e-01,-2.183015013148993599e+00
1.650000000000000000e+01,8.660254037844385966e-01,-1.389999369238775317e+00
1.750000000000000000e+01,8.660254037844385966e-01,-1.891944899429371940e+00
1.850000000000000000e+01,8.660254037844385966e-01,-2.778310745824388306e-01
1.950000000000000000e+01,8.660254037844385966e-01,-6.819492847728025886e-01
2.050000000000000000e+01,8.660254037844385966e-01,-1.153365013771814329e+00
2.150000000000000000e+01,8.660254037844385966e-01,-4.535767997084034775e-01
2.250000000000000000e+01,8.660254037844385966e-01,-4.809472628088213852e-01
2.350000000000000000e+01,8.660254037844385966e-01,-5.514852014112614498e-01
2.450000000000000000e+01,8.660254037844385966e-01,-3.075768347569237893e+00
2.550000000000000000e+01,8.660254037844385966e-01,-2.239160308095176966e+00
2.650000000000000000e+01,8.660254037844385966e-01,-3.087682541061882446e+00
2.750000000000000000e+01,8.660254037844385966e-01,-2.808386240794041644e+00
2.850000000000000000e+01,8.660254037844385966e-01,-1.678937707554105430e+00
2.950000000000000000e+01,8.660254037844385966e-01,-3.248712012393983883e-02
3.050000000000000000e+01,8.660254037844385966e-01,7.996308554162645521e-01
3.150000000000000000e+01,8.660254037844385966e-01,-5.315791790501860348e-01
0.000000000000000000e+00,1.732050807568877193e+00,1.202614486012363315e+00
1.000000000000000000e+00,1.732050807568877193e+00,-2.957451413409115659e-01
2.000000000000000000e+00,1.732050807568877193e+00,-1.385088645959139608e+00
3.000000000000000000e+00,1.732050807568877193e+00,2.860102578921662975e+00
4.000000000000000000e+00,1.732050807568877193e+00,2.249869429423711154e+00
5.000000000000000000e+00,1.732050807568877193e+00,-2.398845523048220851e+00
6.000000000000000000e+00,1.732050807568877193e+00,-2.498401634687301254e+00
7.000000000000000000e+00,1.732050807568877193e+00,-2.118743383312865269e+00
8.000000000000000000e+00,1.732050807568877193e+00,-2.929527767814793293e+00
9.000000000000000000e+00,1.732050807568877193e+00,-1.112878894227573578e+00
1.000000000000000000e+01,1.732050807568877193e+00,-1.585193186831197032e+00
