index,energy_per_site
0.000000000000000000e+00,5.120308284506647212e-01
1.000000000000000000e+00,2.755010121343272056e-01
2.000000000000000000e+00,2.739101632617095827e-01
3.000000000000000000e+00,2.742231099150710394e-01
4.000000000000000000e+00,2.734210586651264485e-01
5.000000000000000000e+00,2.783687314354447162e-01
6.000000000000000000e+00,2.640637142321167197e-01
7.000000000000000000e+00,2.619431103336497535e-01
8.000000000000000000e+00,2.777276510045744717e-01
9.000000000000000000e+00,2.694713718002197389e-01
