index,energy_per_site
0.000000000000000000e+00,-3.186391079063389253e-01
1.000000000000000000e+00,-1.723440129231161855e+00
2.000000000000000000e+00,-1.632555397526273433e+00
3.000000000000000000e+00,-1.664819470066301044e+00
4.000000000000000000e+00,-1.804152829190189378e+00
5.000000000000000000e+00,-1.700145724367891020e+00
6.000000000000000000e+00,-1.759029452809383054e+00
7.000000000000000000e+00,-1.713682518337446004e+00
8.000000000000000000e+00,-1.631096286771255954e+00
9.000000000000000000e+00,-1.935646584010241256e+00
