index,energy_per_site
0.000000000000000000e+00,4.992004804724234357e-02
1.000000000000000000e+00,2.902160550210974421e-03
2.000000000000000000e+00,2.684497814374543594e-03
3.000000000000000000e+00,2.247382851612694018e-03
4.000000000000000000e+00,2.425127783043723624e-03
5.000000000000000000e+00,2.134675940866223847e-03
6.000000000000000000e+00,2.487597698215970529e-03
7.000000000000000000e+00,2.391019065227354638e-03
8.000000000000000000e+00,2.615791651886876634e-03
9.000000000000000000e+00,2.772840170195904185e-03
