index,energy_per_site
0.000000000000000000e+00,1.054516037539263706e-01
1.000000000000000000e+00,2.630832484755619288e-02
2.000000000000000000e+00,2.708170650359270626e-02
3.000000000000000000e+00,2.654831186359443360e-02
4.000000000000000000e+00,2.543205187516129825e-02
5.000000000000000000e+00,2.447834149374172180e-02
6.000000000000000000e+00,2.470597090762541304e-02
7.000000000000000000e+00,2.621415756187036109e-02
8.000000000000000000e+00,2.326318048384394890e-02
9.000000000000000000e+00,2.639123846069433774e-02
