index,energy_per_site
0.000000000000000000e+00,5.219445742795556509e-01
1.000000000000000000e+00,1.336981449623723117e-01
2.000000000000000000e+00,1.334682046451193815e-01
3.000000000000000000e+00,1.334674749245245429e-01
4.000000000000000000e+00,1.333654210423711461e-01
5.000000000000000000e+00,1.327067767097591111e-01
6.000000000000000000e+00,1.327339363530953831e-01
7.000000000000000000e+00,1.332979951031384169e-01
8.000000000000000000e+00,1.334951117338002702e-01
9.000000000000000000e+00,1.328659188016179660e-01
