index,energy_per_site
0.000000000000000000e+00,4.478835392079918293e-02
1.000000000000000000e+00,5.018210178933348938e-06
2.000000000000000000e+00,5.125265030006713019e-06
3.000000000000000000e+00,5.399691882589561332e-06
4.000000000000000000e+00,5.324447039311333168e-06
5.000000000000000000e+00,5.693929774299856896e-06
6.000000000000000000e+00,4.846002038992905405e-06
7.000000000000000000e+00,4.613243910374183982e-06
8.000000000000000000e+00,5.297462253511779713e-06
9.000000000000000000e+00,6.303445025576282075e-06
