index,energy_per_site
0.000000000000000000e+00,-1.602479531941086999e-01
1.000000000000000000e+00,-2.006835928258664747e+00
2.000000000000000000e+00,-1.983608990955906259e+00
3.000000000000000000e+00,-2.003523249455335886e+00
4.000000000000000000e+00,-1.977266922273729799e+00
5.000000000000000000e+00,-2.009083186012866395e+00
6.000000000000000000e+00,-1.998202201978415138e+00
7.000000000000000000e+00,-1.954172757525471482e+00
8.000000000000000000e+00,-2.012036403294085396e+00
9.000000000000000000e+00,-2.013169735061368648e+00
