index,energy_per_site
0.000000000000000000e+00,-1.650249293467642431e-01
1.000000000000000000e+00,-1.727721318652740035e+00
2.000000000000000000e+00,-1.725321544276027685e+00
3.000000000000000000e+00,-1.739233043025269154e+00
4.000000000000000000e+00,-1.747551431620096851e+00
5.000000000000000000e+00,-1.689793196325000357e+00
6.000000000000000000e+00,-1.728943847983630766e+00
7.000000000000000000e+00,-1.716522519569373850e+00
8.000000000000000000e+00,-1.717285894432422522e+00
9.000000000000000000e+00,-1.707134518203127227e+00
