index,energy_per_site
0.000000000000000000e+00,5.258234996338332357e-01
1.000000000000000000e+00,2.785001148058841025e-01
2.000000000000000000e+00,2.859274072817323820e-01
3.000000000000000000e+00,2.785268213001911852e-01
4.000000000000000000e+00,2.935231507729952893e-01
5.000000000000000000e+00,2.811768732970461038e-01
6.000000000000000000e+00,2.814465261923339567e-01
7.000000000000000000e+00,2.799001484851468269e-01
8.000000000000000000e+00,2.820666243662089401e-01
9.000000000000000000e+00,2.893265834570192263e-01
