index,energy_per_site
0.000000000000000000e+00,-1.787340594981337294e-01
1.000000000000000000e+00,-2.040713342133460895e+00
2.000000000000000000e+00,-2.052225861897235770e+00
3.000000000000000000e+00,-2.049873273086067815e+00
4.000000000000000000e+00,-2.039687193189180014e+00
5.000000000000000000e+00,-2.085589740461815556e+00
6.000000000000000000e+00,-2.021307654770792883e+00
7.000000000000000000e+00,-2.063979244026872717e+00
8.000000000000000000e+00,-2.045485654054269187e+00
9.000000000000000000e+00,-2.021839756938869304e+00
