index,energy_per_site
0.000000000000000000e+00,-1.826981880775968292e-01
1.000000000000000000e+00,-2.493288831865272837e+00
2.000000000000000000e+00,-2.488576242453048426e+00
3.000000000000000000e+00,-2.513267301632969630e+00
4.000000000000000000e+00,-2.481878659484435534e+00
5.000000000000000000e+00,-2.528749831662738146e+00
6.000000000000000000e+00,-2.496535195291926801e+00
7.000000000000000000e+00,-2.524301277315680547e+00
8.000000000000000000e+00,-2.508249960843444093e+00
9.000000000000000000e+00,-2.494253140339836250e+00
