index,energy_per_site
0.000000000000000000e+00,-2.616181185512329033e-01
1.000000000000000000e+00,-2.418092785783319876e+00
2.000000000000000000e+00,-2.432807542919548816e+00
3.000000000000000000e+00,-2.428505818209990341e+00
4.000000000000000000e+00,-2.448049234163910626e+00
5.000000000000000000e+00,-2.443020971079345571e+00
6.000000000000000000e+00,-2.444869289879281649e+00
7.000000000000000000e+00,-2.461051007097178278e+00
8.000000000000000000e+00,-2.441216657906481569e+00
9.000000000000000000e+00,-2.424531882718987674e+00
