r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.550045913682261300e-01,8.668946286164758153e-01,2.018629177041167400e-03
1.880624426078970401e+00,8.250693433277515032e-01,4.344550020360308899e-03
2.776859504132232814e+00,8.000321247174166928e-01,7.708516729684855399e-03
3.643709825528008039e+00,7.832400133300879697e-01,1.103358495544874522e-02
4.481175390266297853e+00,7.733555503782523211e-01,1.224998331939021294e-02
5.289256198347109361e+00,7.647537146010519038e-01,1.368606198979012943e-02
6.067952249770431905e+00,7.521982790576977607e-01,1.567489266047848717e-02
6.817263544536272590e+00,7.402050200654304302e-01,1.719614439300659950e-02
7.537190082644627864e+00,7.287462410417389069e-01,1.796907288588817792e-02
8.227731864095499503e+00,7.184663620843464438e-01,1.908992754979513262e-02
8.888888888888889284e+00,7.123139580317970898e-01,2.129071853844716547e-02
9.520661157024793653e+00,7.026779499587476607e-01,2.145609323408211380e-02
1.012304866850321261e+01,6.933191039198856043e-01,2.340391624116515412e-02
1.069605142332415149e+01,6.864170042131132465e-01,2.592270359254431750e-02
1.123966942148760495e+01,6.751792009429167241e-01,2.572076418427425917e-02
1.175390266299357123e+01,6.613316030760425512e-01,2.640971679571171501e-02
1.223875114784205564e+01,6.532876190310510367e-01,2.742747226353166312e-02
1.269421487603305820e+01,6.370838503354153692e-01,2.880550217198905513e-02
1.312029384756657535e+01,6.389566615730997157e-01,3.043532914792646329e-02
1.351698806244260709e+01,6.223015911920792842e-01,3.196896633288269507e-02
1.388429752066115697e+01,6.233127368412841873e-01,3.381814365460908411e-02
1.422222222222222321e+01,5.979372608276750656e-01,3.642654851624919921e-02
1.453076216712580404e+01,6.207200097261743599e-01,3.457496497776672839e-02
1.480991735537190124e+01,5.938758650786307713e-01,3.526256723572716856e-02
1.505968778696051480e+01,5.875808195352930641e-01,4.035958939350924035e-02
1.528007346189164295e+01,5.865815491465231624e-01,4.712708154098313451e-02
1.547107438016528924e+01,5.833691208387337124e-01,3.091185428466144622e-02
1.563269054178145012e+01,5.938002205159129687e-01,3.775559044660314889e-02
1.576492194674012914e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.586776859504132275e+01,5.926701834459519036e-01,4.119159875583122687e-02
1.594123048668503273e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.598530762167125729e+01,5.689054816507589374e-01,4.833378341133325040e-02
