index,energy_per_site
0.000000000000000000e+00,-2.582739359081497876e-01
1.000000000000000000e+00,-1.589981031078250950e+00
2.000000000000000000e+00,-1.446602762711670431e+00
3.000000000000000000e+00,-1.492705927847379543e+00
4.000000000000000000e+00,-1.422713622560185964e+00
5.000000000000000000e+00,-1.464493928460697258e+00
6.000000000000000000e+00,-1.256980673952164063e+00
7.000000000000000000e+00,-1.609465426133419141e+00
8.000000000000000000e+00,-1.346229708309244932e+00
9.000000000000000000e+00,-1.403653144285526455e+00
