index,energy_per_site
0.000000000000000000e+00,-3.088170439596448213e-01
1.000000000000000000e+00,-2.722088017861029829e+00
2.000000000000000000e+00,-2.721257193303008304e+00
3.000000000000000000e+00,-2.715233562390962696e+00
4.000000000000000000e+00,-2.719569254001003245e+00
5.000000000000000000e+00,-2.730943776223114128e+00
6.000000000000000000e+00,-2.730900800810684093e+00
7.000000000000000000e+00,-2.729577752396105339e+00
8.000000000000000000e+00,-2.722883420563205092e+00
9.000000000000000000e+00,-2.716742270254717262e+00
