r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,5.578952704851072308e-01,3.940659698484070064e-03
1.938934911242604642e+00,4.441607320957707272e-01,5.596865723734872726e-03
2.885680473372783439e+00,3.826773998426304946e-01,6.832171293257271495e-03
3.817278106508876334e+00,3.404495666888729954e-01,6.836859660540786816e-03
4.733727810650883328e+00,3.066626606869154448e-01,6.720490092481580524e-03
5.635029585798818630e+00,2.854645830680541119e-01,6.297624044626520291e-03
6.521183431952664478e+00,2.676802859911490695e-01,6.035674529343484397e-03
7.392189349112427976e+00,2.540291394440987727e-01,5.500804500846788285e-03
8.248047337278105573e+00,2.458369143236396603e-01,5.273620027839955732e-03
9.088757396449704373e+00,2.398089425219458171e-01,4.470036672172513111e-03
9.914319526627220824e+00,2.344855791574364801e-01,3.614160470422280065e-03
1.072473372781065137e+01,2.289524980086323214e-01,3.855360304026519188e-03
1.151999999999999602e+01,2.226512368938485531e-01,4.372223191472243177e-03
1.230011834319526542e+01,2.137322974879395932e-01,4.750971732186003334e-03
1.306508875739645248e+01,2.077190303602516330e-01,5.604780546861025392e-03
1.381491124260355008e+01,2.021676727398695472e-01,4.953463512321632997e-03
1.454958579881656533e+01,1.995201032650589790e-01,5.026982407564357415e-03
1.526911242603550534e+01,2.007723478492641211e-01,4.746790698967621493e-03
1.597349112426035944e+01,2.007342154266246181e-01,4.123597081939931082e-03
1.666272189349112409e+01,2.027073640358365847e-01,3.068640884127028182e-03
1.733680473372780995e+01,2.018364054375252903e-01,2.774961771889392949e-03
1.799573964497041345e+01,1.975873803353093150e-01,2.459822811900970029e-03
1.863952662721893816e+01,1.949140836707276558e-01,2.208502107562157740e-03
1.926816568047337341e+01,1.912646263375265832e-01,3.073724970039285777e-03
1.988165680473372632e+01,1.852096985099669635e-01,2.677234147737969118e-03
2.048000000000000043e+01,1.883503219291608743e-01,2.276837587736058044e-03
2.106319526627219219e+01,1.900397503428678248e-01,2.650284982857351642e-03
2.163124260355029804e+01,1.946582040006560321e-01,1.731045767221208505e-03
2.218414201183431800e+01,1.973056552721738077e-01,2.425297228882081994e-03
2.272189349112426271e+01,1.977842512514175755e-01,2.610544584779676304e-03
2.324449704142012152e+01,2.028158953793725017e-01,2.365162273470258238e-03
2.375195266272189443e+01,1.972417206069930762e-01,2.964193763398775567e-03
2.424426035502958499e+01,1.998432519759510417e-01,2.708420835628732454e-03
2.472142011834319675e+01,1.919073625518314674e-01,3.255875367179453597e-03
2.518343195266272261e+01,1.898419084945126845e-01,3.892506433608102986e-03
2.563029585798816612e+01,1.775711998810082515e-01,3.192729010669205156e-03
2.606201183431952728e+01,1.880217133629334125e-01,4.383161799267639921e-03
2.647857988165680609e+01,1.606608996881903895e-01,2.621604610085182495e-03
2.688000000000000256e+01,1.638416922956411337e-01,4.200039934906740595e-03
2.726627218934911312e+01,1.490328605194209399e-01,3.339134804706863757e-03
2.763739644970414133e+01,1.820051269168973529e-01,7.886637423591167512e-03
2.799337278106509075e+01,1.386719383345104972e-01,5.435427456530177864e-03
2.833420118343195426e+01,1.520010409893673420e-01,5.037583821544732408e-03
2.865988165680473543e+01,1.765838179255140306e-01,9.857944900820626855e-03
2.897041420118343069e+01,1.055804888115060292e-01,3.710754731192796984e-03
2.926579881656804716e+01,1.604968682281346648e-01,6.646271185197269449e-03
2.954603550295858128e+01,1.593412859018681071e-01,8.114323628205136890e-03
2.981112426035502949e+01,1.295470974365263428e-01,5.507709528028550960e-03
3.006106508875739536e+01,1.000391541363025161e-01,3.444505815420625169e-03
3.029585798816568243e+01,1.637234352865995224e-01,7.083603434489879787e-03
3.051550295857988360e+01,1.485509649771854235e-01,7.553330251678602898e-03
3.071999999999999886e+01,1.151967381427864701e-01,4.873530255631982645e-03
3.090934911242603533e+01,1.058595917156773675e-01,1.031883483184042709e-02
3.108355029585798945e+01,1.468078202079068639e-01,8.982057957037291318e-03
3.124260355029585767e+01,2.214159326982368114e-01,1.126533352787160124e-02
3.138650887573964710e+01,9.387944154791429130e-02,5.764228693030673360e-03
3.151526627218935062e+01,1.530967171548381078e-01,1.076100984640328100e-02
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,8.525501480316771685e-02,9.168007585076088858e-03
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,1.486899165625193975e-01,1.567582991862925823e-02
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,8.194361276068802546e-02,4.285423642102903843e-03
