index,energy_per_site
0.000000000000000000e+00,-2.002963126539672734e-01
1.000000000000000000e+00,-2.325026873259913085e+00
2.000000000000000000e+00,-2.290180267353410404e+00
3.000000000000000000e+00,-2.324608412748395470e+00
4.000000000000000000e+00,-2.252100427516683823e+00
5.000000000000000000e+00,-2.243153516778193080e+00
6.000000000000000000e+00,-2.309147339322170200e+00
7.000000000000000000e+00,-2.311726861767198660e+00
8.000000000000000000e+00,-2.292751621449678812e+00
9.000000000000000000e+00,-2.270648009423380298e+00
