index,energy_per_site
0.000000000000000000e+00,1.112850506234633469e-01
1.000000000000000000e+00,5.129399862643101160e-02
2.000000000000000000e+00,4.946339314626480022e-02
3.000000000000000000e+00,5.367074825577319158e-02
4.000000000000000000e+00,4.716224051495881975e-02
5.000000000000000000e+00,5.102806122535170907e-02
6.000000000000000000e+00,4.766554078275625494e-02
7.000000000000000000e+00,5.190860106451596068e-02
8.000000000000000000e+00,5.281042312781715486e-02
9.000000000000000000e+00,4.968037189764546585e-02
