index,energy_per_site
0.000000000000000000e+00,-1.985040661190629607e-01
1.000000000000000000e+00,-2.613633012611631390e+00
2.000000000000000000e+00,-2.624721839544212010e+00
3.000000000000000000e+00,-2.612115632378674501e+00
4.000000000000000000e+00,-2.585847480382942543e+00
5.000000000000000000e+00,-2.621882508693175851e+00
6.000000000000000000e+00,-2.593898866402457148e+00
7.000000000000000000e+00,-2.600587332340734914e+00
8.000000000000000000e+00,-2.598980086148685142e+00
9.000000000000000000e+00,-2.590623017993912924e+00
