r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,6.882857754611556578e-01,4.958651284926935895e-03
1.938934911242604642e+00,6.058741833095350193e-01,5.220928160508390113e-03
2.885680473372783439e+00,5.602168358285948280e-01,5.811610464596642447e-03
3.817278106508876334e+00,5.271886175086362147e-01,6.176527046459417275e-03
4.733727810650883328e+00,4.990404903402131942e-01,6.928956409702722273e-03
5.635029585798818630e+00,4.800157805071203487e-01,8.426654565895450727e-03
6.521183431952664478e+00,4.607500816638072649e-01,9.688556168497446108e-03
7.392189349112427976e+00,4.401605668850955277e-01,1.077712380953396200e-02
8.248047337278105573e+00,4.245867097675589119e-01,1.266832192619072456e-02
9.088757396449704373e+00,4.140397500252850360e-01,1.471832766562919913e-02
9.914319526627220824e+00,4.018118798087048638e-01,1.680159299697005573e-02
1.072473372781065137e+01,3.895410258571292972e-01,1.881682414041936646e-02
1.151999999999999602e+01,3.793897184405019551e-01,2.096658976034678282e-02
1.230011834319526542e+01,3.705987508766216409e-01,2.276123162937528782e-02
1.306508875739645248e+01,3.636775349505473320e-01,2.386397934932207865e-02
1.381491124260355008e+01,3.511111617333631529e-01,2.555267480211411910e-02
1.454958579881656533e+01,3.423329038081757147e-01,2.686084191960362577e-02
1.526911242603550534e+01,3.339129453848294071e-01,2.718770574850638486e-02
1.597349112426035944e+01,3.250207902692403561e-01,2.772578390506043669e-02
1.666272189349112409e+01,3.184470026500897943e-01,2.875173675131186338e-02
1.733680473372780995e+01,3.111070561613580310e-01,2.900773585399311211e-02
1.799573964497041345e+01,3.018525536047566016e-01,2.971817828731153355e-02
1.863952662721893816e+01,2.945137666235449481e-01,3.035000742841287638e-02
1.926816568047337341e+01,2.879271411590586527e-01,3.111489819121531983e-02
1.988165680473372632e+01,2.810733778796975502e-01,3.236775264201343510e-02
2.048000000000000043e+01,2.704956996121322677e-01,3.332153226630440307e-02
2.106319526627219219e+01,2.637688492957080966e-01,3.175889096010289792e-02
2.163124260355029804e+01,2.557916585315587743e-01,3.475799438113097439e-02
2.218414201183431800e+01,2.454150188925740828e-01,3.493236850701259000e-02
2.272189349112426271e+01,2.366644590131331827e-01,3.358791057140796121e-02
2.324449704142012152e+01,2.307905429553123444e-01,3.545458903040908660e-02
2.375195266272189443e+01,2.202200110759762741e-01,3.327324533530188339e-02
2.424426035502958499e+01,2.154174391239472575e-01,3.579536274344757157e-02
2.472142011834319675e+01,2.071243911846366581e-01,3.487372214713561902e-02
2.518343195266272261e+01,1.999511934252080070e-01,3.397971290949187290e-02
2.563029585798816612e+01,1.950942024618667892e-01,3.301866032069440682e-02
2.606201183431952728e+01,1.858676788989772621e-01,3.554746394828913608e-02
2.647857988165680609e+01,1.815565425681197331e-01,2.928042097116149642e-02
2.688000000000000256e+01,1.771237009291865561e-01,3.305634154346730885e-02
2.726627218934911312e+01,1.697876754191272597e-01,2.536524347011865493e-02
2.763739644970414133e+01,1.648394958707734004e-01,4.114458202135984344e-02
2.799337278106509075e+01,1.638202837377261134e-01,2.685856864460258245e-02
2.833420118343195426e+01,1.562427559981048042e-01,3.059387211396334683e-02
2.865988165680473543e+01,1.499433962251877639e-01,3.713851564284492701e-02
2.897041420118343069e+01,1.520632513371770467e-01,2.164669795660307053e-02
2.926579881656804716e+01,1.383945660782092968e-01,3.116660858274703308e-02
2.954603550295858128e+01,1.323461876014367378e-01,3.054425526440401883e-02
2.981112426035502949e+01,1.310497991178859734e-01,2.340954829883154856e-02
3.006106508875739536e+01,1.314896395408171326e-01,2.784258597679780192e-02
3.029585798816568243e+01,1.123633491463112560e-01,2.920212398652545158e-02
3.051550295857988360e+01,9.866153893860747648e-02,2.145968294053311395e-02
3.071999999999999886e+01,1.069349981297380292e-01,2.854669114858804368e-02
3.090934911242603533e+01,9.340509572341515465e-02,2.090585220107895464e-02
3.108355029585798945e+01,8.890897605276357196e-02,2.851095683721383001e-02
3.124260355029585767e+01,7.152142463813654372e-02,3.591340795581646206e-02
3.138650887573964710e+01,8.911952958846053319e-02,2.839223656224441894e-02
3.151526627218935062e+01,7.208895347597027436e-02,2.880970265797805699e-02
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,8.395750568318373352e-02,3.705719162019252555e-02
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,7.505624309293083829e-02,4.153299701643382164e-02
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,2.950150198846525698e-02,3.948115686271053137e-02
