index,energy_per_site
0.000000000000000000e+00,-1.551651164738084565e-01
1.000000000000000000e+00,-2.077422740531870815e+00
2.000000000000000000e+00,-2.111248380642087419e+00
3.000000000000000000e+00,-2.068151412869813743e+00
4.000000000000000000e+00,-2.111978554935559860e+00
5.000000000000000000e+00,-2.105901178331552437e+00
6.000000000000000000e+00,-2.057723969694528865e+00
7.000000000000000000e+00,-2.117656933869113356e+00
8.000000000000000000e+00,-2.118873180196066297e+00
9.000000000000000000e+00,-2.058725048258349233e+00
