index,energy_per_site
0.000000000000000000e+00,4.952177551339802253e-02
1.000000000000000000e+00,5.010455430225643681e-06
2.000000000000000000e+00,4.944875509591674397e-06
3.000000000000000000e+00,4.902538041777441884e-06
4.000000000000000000e+00,4.973630775175447258e-06
5.000000000000000000e+00,5.148583747710274127e-06
6.000000000000000000e+00,4.967127397315411793e-06
7.000000000000000000e+00,5.131696719130478639e-06
8.000000000000000000e+00,5.071052531506117749e-06
9.000000000000000000e+00,5.078703454352813156e-06
