index,energy_per_site
0.000000000000000000e+00,-2.130481527937141406e-01
1.000000000000000000e+00,-2.035221160994201028e+00
2.000000000000000000e+00,-1.960236854903871118e+00
3.000000000000000000e+00,-1.965459787777348533e+00
4.000000000000000000e+00,-1.900589001190558625e+00
5.000000000000000000e+00,-1.950187558123821052e+00
6.000000000000000000e+00,-1.975054240084273660e+00
7.000000000000000000e+00,-1.933447106897257184e+00
8.000000000000000000e+00,-1.957107137324660906e+00
9.000000000000000000e+00,-1.918933218549809139e+00
