index,energy_per_site
0.000000000000000000e+00,-2.243994583541898680e-01
1.000000000000000000e+00,-2.466468101765247667e+00
2.000000000000000000e+00,-2.475145117632107539e+00
3.000000000000000000e+00,-2.468441312540392563e+00
4.000000000000000000e+00,-2.474605568672841205e+00
5.000000000000000000e+00,-2.458700325666772546e+00
6.000000000000000000e+00,-2.470169744169179449e+00
7.000000000000000000e+00,-2.467131796529669518e+00
8.000000000000000000e+00,-2.474249278543535713e+00
9.000000000000000000e+00,-2.482047369025235817e+00
