index,energy_per_site
0.000000000000000000e+00,-3.248775991744647929e-01
1.000000000000000000e+00,-2.937739154133072628e+00
2.000000000000000000e+00,-2.937739122726290120e+00
3.000000000000000000e+00,-2.937739202847566844e+00
4.000000000000000000e+00,-2.937739241747048702e+00
5.000000000000000000e+00,-2.937738913257329276e+00
6.000000000000000000e+00,-2.937739127483808499e+00
7.000000000000000000e+00,-2.937739320468348847e+00
8.000000000000000000e+00,-2.937739297542344641e+00
9.000000000000000000e+00,-2.937739260447037370e+00
