x,y,theta
0.000000000000000000e+00,0.000000000000000000e+00,-2.718387807035407278e+00
1.000000000000000000e+00,0.000000000000000000e+00,-2.715966293168240231e+00
2.000000000000000000e+00,0.000000000000000000e+00,-2.718078008096280307e+00
3.000000000000000000e+00,0.000000000000000000e+00,-2.722974773274902560e+00
4.000000000000000000e+00,0.000000000000000000e+00,-2.722851458596807106e+00
5.000000000000000000e+00,0.000000000000000000e+00,-2.725550585142697546e+00
6.000000000000000000e+00,0.000000000000000000e+00,-2.721029328950806292e+00
7.000000000000000000e+00,0.000000000000000000e+00,-2.722856379544490668e+00
8.000000000000000000e+00,0.000000000000000000e+00,-2.721822221301310574e+00
9.000000000000000000e+00,0.000000000000000000e+00,-2.718909453537800225e+00
1.000000000000000000e+01,0.000000000000000000e+00,-2.720524542447342764e+00
1.100000000000000000e+01,0.000000000000000000e+00,-2.723702590400685519e+00
1.200000000000000000e+01,0.000000000000000000e+00,-2.721057997631961989e+00
1.300000000000000000e+01,0.000000000000000000e+00,-2.723147269572990581e+00
1.400000000000000000e+01,0.000000000000000000e+00,-2.722351663350004003e+00
1.500000000000000000e+01,0.000000000000000000e+00,-2.723912847260883563e+00
1.600000000000000000e+01,0.000000000000000000e+00,-2.722954593012883784e+00
1.700000000000000000e+01,0.000000000000000000e+00,-2.723828484703223474e+00
1.800000000000000000e+01,0.000000000000000000e+00,-2.722931858881551204e+00
1.900000000000000000e+01,0.000000000000000000e+00,-2.724697168190098662e+00
2.000000000000000000e+01,0.000000000000000000e+00,-2.723246474628608471e+00
2.100000000000000000e+01,0.000000000000000000e+00,-2.723107339872631982e+00
2.200000000000000000e+01,0.000000000000000000e+00,-2.724449031374135632e+00
2.300000000000000000e+01,0.000000000000000000e+00,-2.723086226910184315e+00
2.400000000000000000e+01,0.000000000000000000e+00,-2.723256545917017934e+00
2.500000000000000000e+01,0.000000000000000000e+00,-2.724152736785519835e+00
2.600000000000000000e+01,0.000000000000000000e+00,-2.725733820857741740e+00
2.700000000000000000e+01,0.000000000000000000e+00,-2.722012617073960250e+00
2.800000000000000000e+01,0.000000000000000000e+00,-2.725241667256057099e+00
2.900000000000000000e+01,0.000000000000000000e+00,-2.726286907055043063e+00
3.000000000000000000e+01,0.000000000000000000e+00,-2.730598457083375674e+00
3.100000000000000000e+01,0.000000000000000000e+00,-2.727420789254938693e+00
3.200000000000000000e+01,0.000000000000000000e+00,-2.728487403987293725e+00
3.300000000000000000e+01,0.000000000000000000e+00,-2.726553428532501488e+00
3.400000000000000000e+01,0.000000000000000000e+00,-2.727489503080699595e+00
3.500000000000000000e+01,0.000000000000000000e+00,-2.726380153157623720e+00
3.600000000000000000e+01,0.000000000000000000e+00,-2.726790378639929013e+00
3.700000000000000000e+01,0.000000000000000000e+00,-2.726020210276605127e+00
3.800000000000000000e+01,0.000000000000000000e+00,-2.726643022954106765e+00
3.900000000000000000e+01,0.000000000000000000e+00,-2.727215815067832949e+00
4.000000000000000000e+01,0.000000000000000000e+00,-2.727084158943940739e+00
4.100000000000000000e+01,0.000000000000000000e+00,-2.727151797195562111e+00
4.200000000000000000e+01,0.000000000000000000e+00,-2.728764643311655913e+00
4.300000000000000000e+01,0.000000000000000000e+00,-2.728000630627426482e+00
4.400000000000000000e+01,0.000000000000000000e+00,-2.731607171769998121e+00
