r,G
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,7.026081070595937561e-01
1.500000000000000000e+00,5.280902337334300034e-01
2.500000000000000000e+00,4.509158490499516336e-01
3.500000000000000000e+00,3.977354318808725697e-01
4.500000000000000000e+00,3.545704012911106151e-01
5.500000000000000000e+00,3.215184210802334852e-01
6.500000000000000000e+00,2.978200587674560418e-01
7.500000000000000000e+00,2.747206270963495345e-01
8.500000000000000000e+00,2.540934366995413196e-01
9.500000000000000000e+00,2.339555783585398896e-01
1.050000000000000000e+01,2.162722606777552903e-01
1.150000000000000000e+01,1.985571233289044890e-01
1.250000000000000000e+01,1.816643065915557465e-01
1.350000000000000000e+01,1.669566294415374408e-01
1.450000000000000000e+01,1.501604440395703233e-01
1.550000000000000000e+01,1.350847067949365599e-01
1.650000000000000000e+01,1.233084954785442083e-01
1.750000000000000000e+01,1.111048599682648713e-01
1.850000000000000000e+01,1.012867071324317914e-01
1.950000000000000000e+01,9.248390990394454725e-02
2.050000000000000000e+01,8.389750701718169668e-02
2.150000000000000000e+01,7.593730755740404903e-02
2.250000000000000000e+01,6.811540223897481761e-02
2.350000000000000000e+01,5.868931603909102734e-02
2.450000000000000000e+01,5.148670217044845621e-02
2.550000000000000000e+01,4.384442303701629323e-02
2.650000000000000000e+01,3.970473823804383101e-02
2.750000000000000000e+01,3.518346654032666887e-02
2.850000000000000000e+01,3.266321191890296516e-02
2.950000000000000000e+01,2.766732644512495329e-02
3.050000000000000000e+01,2.740646153123457024e-02
3.150000000000000000e+01,2.515768764608633176e-02
3.250000000000000000e+01,2.502052602905902381e-02
3.350000000000000000e+01,2.283615585476164028e-02
3.450000000000000000e+01,2.276280464843303056e-02
3.550000000000000000e+01,1.993980383767241307e-02
3.650000000000000000e+01,2.011815120352150946e-02
3.750000000000000000e+01,2.080007158989865060e-02
3.850000000000000000e+01,2.114328539726573891e-02
3.950000000000000000e+01,2.096931683483883868e-02
4.050000000000000000e+01,1.978133348965943963e-02
4.150000000000000000e+01,1.910691586443895307e-02
4.250000000000000000e+01,1.673081752243292530e-02
4.350000000000000000e+01,1.678732970343812386e-02
4.450000000000000000e+01,1.602043829743950154e-02
4.550000000000000000e+01,1.554395535856911703e-02
4.650000000000000000e+01,1.369628630145826656e-02
4.750000000000000000e+01,1.262338863614614198e-02
4.850000000000000000e+01,1.016194968781534633e-02
4.950000000000000000e+01,9.798717854105730776e-03
5.050000000000000000e+01,7.800178687203397111e-03
5.150000000000000000e+01,7.953272330660267342e-03
5.250000000000000000e+01,7.063832669761813642e-03
5.350000000000000000e+01,6.726521417120974976e-03
5.450000000000000000e+01,5.713922112823361515e-03
5.550000000000000000e+01,5.007462591357666679e-03
5.650000000000000000e+01,3.339776923677905025e-03
5.750000000000000000e+01,3.404371636057732312e-03
5.850000000000000000e+01,2.502755690282961170e-03
5.950000000000000000e+01,2.677787016640990284e-03
6.050000000000000000e+01,3.242907371088084474e-03
6.150000000000000000e+01,3.016192322230007872e-03
6.250000000000000000e+01,2.343833213679504240e-03
6.350000000000000000e+01,3.587152984365435220e-03
