index,energy_per_site
0.000000000000000000e+00,-2.876850291207880272e-01
1.000000000000000000e+00,-2.764608982406525417e+00
2.000000000000000000e+00,-2.761519160058425904e+00
3.000000000000000000e+00,-2.760308027665083319e+00
4.000000000000000000e+00,-2.762500714382505329e+00
5.000000000000000000e+00,-2.760031945745482496e+00
6.000000000000000000e+00,-2.762970265312606255e+00
7.000000000000000000e+00,-2.763327927892176739e+00
8.000000000000000000e+00,-2.761839841907306248e+00
9.000000000000000000e+00,-2.761977439655676658e+00
