index,energy_per_site
0.000000000000000000e+00,5.296906196229929087e-01
1.000000000000000000e+00,2.317921586714573601e-01
2.000000000000000000e+00,2.314162643459623525e-01
3.000000000000000000e+00,2.333690656248000039e-01
4.000000000000000000e+00,2.325474414365996112e-01
5.000000000000000000e+00,2.320438769907227083e-01
6.000000000000000000e+00,2.307255726162823761e-01
7.000000000000000000e+00,2.315269864438356806e-01
8.000000000000000000e+00,2.311492069243368253e-01
9.000000000000000000e+00,2.345748597849394712e-01
