index,energy_per_site
0.000000000000000000e+00,-3.577062146133491716e-01
1.000000000000000000e+00,-2.825347362954912622e+00
2.000000000000000000e+00,-2.823759246298938930e+00
3.000000000000000000e+00,-2.822529914286513897e+00
4.000000000000000000e+00,-2.827592636713040175e+00
5.000000000000000000e+00,-2.829733187175200282e+00
6.000000000000000000e+00,-2.828398242978447996e+00
7.000000000000000000e+00,-2.825927236251929209e+00
8.000000000000000000e+00,-2.825433363208366799e+00
9.000000000000000000e+00,-2.828644921428181025e+00
