index,energy_per_site
0.000000000000000000e+00,-2.076376757015893637e-01
1.000000000000000000e+00,-2.554433231050444952e+00
2.000000000000000000e+00,-2.556427697666092236e+00
3.000000000000000000e+00,-2.539267003030068803e+00
4.000000000000000000e+00,-2.559554088914373526e+00
5.000000000000000000e+00,-2.564369866490042060e+00
6.000000000000000000e+00,-2.565027299113028736e+00
7.000000000000000000e+00,-2.548084853758982415e+00
8.000000000000000000e+00,-2.555092560291882364e+00
9.000000000000000000e+00,-2.558003998413977520e+00
