index,energy_per_site
0.000000000000000000e+00,-2.269342538065400594e-01
1.000000000000000000e+00,-2.613876559449410664e+00
2.000000000000000000e+00,-2.611688362266998631e+00
3.000000000000000000e+00,-2.624163504007448022e+00
4.000000000000000000e+00,-2.606068935521293373e+00
5.000000000000000000e+00,-2.600090061339401348e+00
6.000000000000000000e+00,-2.619483690179916557e+00
7.000000000000000000e+00,-2.619504505824618246e+00
8.000000000000000000e+00,-2.612187047296234965e+00
9.000000000000000000e+00,-2.616589886961776745e+00
