index,energy_per_site
0.000000000000000000e+00,4.980667755669055397e-01
1.000000000000000000e+00,3.312174508320341326e-01
2.000000000000000000e+00,3.338746540711811095e-01
3.000000000000000000e+00,2.591026506312891220e-01
4.000000000000000000e+00,2.741826511859563609e-01
5.000000000000000000e+00,2.963478200538707807e-01
6.000000000000000000e+00,3.078942041294697174e-01
7.000000000000000000e+00,3.049576006915378779e-01
8.000000000000000000e+00,3.227328349662963447e-01
9.000000000000000000e+00,2.776923136448179452e-01
