index,energy_per_site
0.000000000000000000e+00,1.209688459836819885e-01
1.000000000000000000e+00,7.046767930218147957e-02
2.000000000000000000e+00,6.758411962143712204e-02
3.000000000000000000e+00,7.063690466359606734e-02
4.000000000000000000e+00,6.934695919834488187e-02
5.000000000000000000e+00,6.857015273469743710e-02
6.000000000000000000e+00,6.525675026549417057e-02
7.000000000000000000e+00,7.078188642450798651e-02
8.000000000000000000e+00,6.908717366053160336e-02
9.000000000000000000e+00,7.076027316535950240e-02
