index,energy_per_site
0.000000000000000000e+00,-2.466761909522219853e-01
1.000000000000000000e+00,-2.599946739795846007e+00
2.000000000000000000e+00,-2.590376314304666305e+00
3.000000000000000000e+00,-2.592432582916726957e+00
4.000000000000000000e+00,-2.600017145712285149e+00
5.000000000000000000e+00,-2.591470527860346262e+00
6.000000000000000000e+00,-2.594453922401122714e+00
7.000000000000000000e+00,-2.591963314820112885e+00
8.000000000000000000e+00,-2.598695115158258684e+00
9.000000000000000000e+00,-2.599423907448572102e+00
