index,energy_per_site
0.000000000000000000e+00,-3.698324478536493265e-01
1.000000000000000000e+00,-2.515597083919598909e+00
2.000000000000000000e+00,-2.576520718374792907e+00
3.000000000000000000e+00,-2.550596633059891705e+00
4.000000000000000000e+00,-2.535088404765360792e+00
5.000000000000000000e+00,-2.558103526405870465e+00
6.000000000000000000e+00,-2.551464773345051729e+00
7.000000000000000000e+00,-2.531024739545486568e+00
8.000000000000000000e+00,-2.546339885835147143e+00
9.000000000000000000e+00,-2.593771660501515974e+00
