r,r_error,G,G_error
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.999999999999960032e-01,3.347448369359225286e-17,9.870699748711967425e-01,1.006769172010115620e-04
9.999999999999988898e-01,3.347448369359225286e-17,9.870754897851071741e-01,8.986634857311530107e-05
9.999999999999998890e-01,3.347448369359225286e-17,9.858899872014390553e-01,1.578094217677166648e-04
9.999999999999998890e-01,0.000000000000000000e+00,9.846698509390118259e-01,3.074088526559713361e-04
1.000000000000000000e+00,0.000000000000000000e+00,9.863334483528731766e-01,5.967468104100279256e-05
1.000000000000000222e+00,0.000000000000000000e+00,9.858152366158567936e-01,2.910108932854778350e-04
1.000000000000000222e+00,6.694896738718450572e-17,9.881154386809427592e-01,1.244161508690285020e-04
1.000000000000001998e+00,0.000000000000000000e+00,9.860233991498678074e-01,1.043427742407871084e-04
1.732050807568874973e+00,0.000000000000000000e+00,9.818929362943314976e-01,1.552507556784214011e-04
1.732050807568876971e+00,6.694896738718450572e-17,9.842280287523593740e-01,7.866762386384793535e-05
1.732050807568877193e+00,0.000000000000000000e+00,9.801037023194478781e-01,1.041320755575929363e-04
1.732050807568877193e+00,6.694896738718450572e-17,9.828316981328177881e-01,2.096688306177628967e-04
1.732050807568878303e+00,2.008469021615535172e-16,9.844724150849849531e-01,1.240772593556917604e-04
1.732050807568878525e+00,0.000000000000000000e+00,9.824994941715892161e-01,8.134433684866782747e-05
1.732050807568882078e+00,0.000000000000000000e+00,9.813846030404086429e-01,1.875025217665528775e-04
1.999999999999997780e+00,6.694896738718450572e-17,9.816803064200272377e-01,8.876216858412867350e-05
1.999999999999999778e+00,6.694896738718450572e-17,9.839481805738438114e-01,7.568225630940646339e-05
1.999999999999999778e+00,0.000000000000000000e+00,9.738050187842630656e-01,2.434118101643121743e-04
2.000000000000000000e+00,0.000000000000000000e+00,9.817869755037527124e-01,8.155760975983212288e-05
2.000000000000000444e+00,0.000000000000000000e+00,9.823114974900719609e-01,3.305008856602029014e-04
2.000000000000000444e+00,1.338979347743690114e-16,9.822426352562910745e-01,1.137785274694536069e-04
2.000000000000003997e+00,0.000000000000000000e+00,9.814484242574068595e-01,1.077794814278391081e-04
2.645751311064583167e+00,1.338979347743690114e-16,9.866915685100511313e-01,9.342746458525576529e-04
2.645751311064586719e+00,1.338979347743690114e-16,9.757963200527293157e-01,3.298078055126811830e-04
2.645751311064589384e+00,1.338979347743690114e-16,9.795585994274499386e-01,7.933492957475909643e-05
2.645751311064589828e+00,0.000000000000000000e+00,9.814129408253776665e-01,2.782199887838731527e-04
2.645751311064590272e+00,0.000000000000000000e+00,9.819858276306859812e-01,4.277226001020979058e-05
2.645751311064590272e+00,1.338979347743690114e-16,9.792402907760241471e-01,5.692927966667695242e-05
2.645751311064592048e+00,1.338979347743690114e-16,9.801545555142069377e-01,8.683701169244756985e-05
2.645751311064592937e+00,1.338979347743690114e-16,9.780353219431162648e-01,3.364296562698650714e-04
2.645751311064593825e+00,0.000000000000000000e+00,9.789877603178784859e-01,1.167106718959316726e-04
2.645751311064593825e+00,1.338979347743690114e-16,9.827999447757043150e-01,2.422397433804485297e-04
2.999999999999993339e+00,2.677958695487380229e-16,9.844677906450646221e-01,3.148454487573153367e-04
2.999999999999996891e+00,0.000000000000000000e+00,9.773694820613318957e-01,1.272188856037281964e-04
2.999999999999999556e+00,2.677958695487380229e-16,9.826335347149691701e-01,3.235312044967394779e-04
2.999999999999999556e+00,0.000000000000000000e+00,9.805876637294136389e-01,2.240076079915593319e-04
3.000000000000000000e+00,0.000000000000000000e+00,9.786733022320429631e-01,6.114076910404256566e-05
3.000000000000000444e+00,1.338979347743690114e-16,9.842709622786487422e-01,5.110459253180453954e-04
3.000000000000001332e+00,1.338979347743690114e-16,9.785429545144123109e-01,3.972260591115709251e-04
3.000000000000003109e+00,0.000000000000000000e+00,9.823958565010942889e-01,3.241292152540772441e-04
3.464101615137749945e+00,0.000000000000000000e+00,9.780192542377929010e-01,2.743788769611891945e-04
3.464101615137753942e+00,1.338979347743690114e-16,9.781468056683295664e-01,8.645161501247587222e-05
3.464101615137754386e+00,0.000000000000000000e+00,9.772712070257665307e-01,6.219320654082032755e-05
3.464101615137754386e+00,1.338979347743690114e-16,9.786706267557249150e-01,2.110107058695501756e-04
3.464101615137756607e+00,4.016938043231070343e-16,9.786688868369979311e-01,9.382948958532394087e-05
3.464101615137757051e+00,0.000000000000000000e+00,9.761427551199109987e-01,3.588123054921053194e-05
3.605551275463983352e+00,2.677958695487380229e-16,9.835838909298547650e-01,5.146326928947856033e-04
3.605551275463985128e+00,1.338979347743690114e-16,9.793086812384697026e-01,2.725388451495937671e-04
3.605551275463987349e+00,1.338979347743690114e-16,9.760627117606932579e-01,2.414341103153908074e-04
3.605551275463988237e+00,0.000000000000000000e+00,9.779845689716890611e-01,3.050032504650997104e-05
3.605551275463988237e+00,1.338979347743690114e-16,9.808733804220474140e-01,2.592437095373466131e-04
3.605551275463988237e+00,2.677958695487380229e-16,9.774706746218064790e-01,8.348285970808091354e-05
3.605551275463988237e+00,4.016938043231070343e-16,9.774072677769332085e-01,1.427433895702461778e-04
3.605551275463989569e+00,1.338979347743690114e-16,9.788112048314694391e-01,1.168242207228988797e-04
3.605551275463990457e+00,1.338979347743690114e-16,9.798980977852438379e-01,3.837902418551476813e-04
3.605551275463992233e+00,1.338979347743690114e-16,9.766956203749116439e-01,1.136589383463038446e-04
3.999999999999995559e+00,1.338979347743690114e-16,9.781193931711846812e-01,3.256757212115627353e-04
3.999999999999999556e+00,1.338979347743690114e-16,9.783171374352037652e-01,4.687224045772333441e-05
3.999999999999999556e+00,0.000000000000000000e+00,9.747520417406043691e-01,3.580777014939650151e-04
4.000000000000000000e+00,0.000000000000000000e+00,9.760400800799854393e-01,6.282811689142331433e-05
4.000000000000000888e+00,0.000000000000000000e+00,9.776643028338655173e-01,1.301747750845640400e-04
