r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.884021392945143702e-01,7.267387461646686031e-01,2.347713712075799337e-03
1.969112433147053309e+00,6.600311554658966351e-01,3.379742260414769425e-03
2.942130881557602606e+00,6.232970554393918450e-01,4.329717309012826032e-03
3.907457484526176472e+00,5.986339389473984696e-01,5.239164073073540422e-03
4.865092242052753591e+00,5.781179283661098678e-01,5.892312528906692992e-03
5.815035154137369489e+00,5.623918048154378235e-01,6.805251888663222011e-03
6.757286220780002850e+00,5.484769207975677130e-01,7.773036126821018625e-03
7.691845441980646569e+00,5.364843623994139943e-01,8.454802818737412046e-03
8.618712817739321963e+00,5.272002960821647877e-01,9.106045989138354668e-03
9.537888348056007715e+00,5.169835243090932231e-01,9.756779087130913741e-03
1.044937203293071804e+01,5.073708389371961447e-01,1.071218583120648812e-02
1.135316387236343161e+01,4.991725589139337504e-01,1.103670180066137173e-02
1.224926386635418396e+01,4.901405655913765869e-01,1.150929812729254570e-02
1.313767201490294667e+01,4.817748891754548013e-01,1.195964045644620430e-02
1.401838831800973395e+01,4.750884869975322000e-01,1.244512507547572942e-02
1.489141277567453869e+01,4.679339026559873882e-01,1.316233021071227215e-02
1.575674538789736090e+01,4.616359574127736898e-01,1.373332247842311976e-02
1.661438615467820767e+01,4.561337885829511718e-01,1.439464859483109878e-02
1.746433507601707191e+01,4.498656196461424672e-01,1.543275236216042415e-02
1.830659215191395361e+01,4.443520433174927842e-01,1.615379578124912646e-02
1.914115738236885278e+01,4.388233828988150620e-01,1.654136400107105234e-02
1.996803076738176230e+01,4.334340915917049841e-01,1.752799553351536144e-02
2.078721230695270350e+01,4.276072519073283451e-01,1.799649187061082983e-02
2.159870200108166216e+01,4.213602254552527571e-01,1.865243934350857211e-02
2.240249984976864539e+01,4.152956261787288939e-01,1.933628848708382128e-02
2.319860585301364608e+01,4.093219388114160417e-01,2.017344176192834362e-02
2.398702001081665003e+01,4.032340843150963305e-01,2.070860579628953924e-02
2.476774232317768565e+01,3.961041428248798235e-01,2.152122872977822385e-02
2.554077279009674584e+01,3.897444400485924332e-01,2.229639321728106235e-02
2.630611141157382349e+01,3.841118056359646982e-01,2.308538033487131033e-02
2.706375818760891860e+01,3.787998656896159888e-01,2.396901093243555131e-02
2.781371311820203118e+01,3.745267722217747730e-01,2.429421216186049629e-02
2.855597620335316833e+01,3.681551492193423369e-01,2.546409768022956516e-02
2.929054744306231584e+01,3.628732617839235952e-01,2.635296073053786450e-02
3.001742683732948791e+01,3.582002407298426894e-01,2.704622746245309572e-02
3.073661438615468455e+01,3.538363303949011440e-01,2.763714747313978509e-02
3.144811008953789155e+01,3.491574810091722658e-01,2.848178815599974531e-02
3.215191394747911602e+01,3.457401756469745679e-01,2.883337735949561068e-02
3.284802595997836505e+01,3.416760133775690877e-01,3.000710811598399433e-02
3.353644612703563155e+01,3.380541184033658553e-01,3.087167847931426845e-02
3.421717444865092261e+01,3.345948922853690388e-01,3.167172147499539708e-02
3.489021092482423114e+01,3.313243385444802902e-01,3.190728571802724234e-02
3.555555555555555003e+01,3.281163300558173068e-01,3.211956330773071272e-02
3.621320834084490059e+01,3.244212406278678129e-01,3.326047120769890647e-02
3.686316928069226151e+01,3.209689675263691644e-01,3.381917844294322212e-02
3.750543837509764700e+01,3.191243291419193495e-01,3.396155899283374163e-02
3.814001562406104995e+01,3.147663145411189189e-01,3.460462636811197784e-02
3.876690102758247747e+01,3.094274533087668644e-01,3.549370493522837483e-02
3.938609458566192245e+01,3.070176848622691579e-01,3.593737066815871212e-02
3.999759629829938490e+01,3.071032530124441773e-01,3.562951896724559503e-02
4.060140616549486481e+01,3.005013651736066493e-01,3.656493036688653053e-02
4.119752418724836218e+01,2.977175804209907239e-01,3.681069358210373177e-02
4.178595036355989123e+01,2.982057807003304362e-01,3.671603886501255409e-02
4.236668469442942353e+01,2.921380989835413167e-01,3.726996430187781706e-02
4.293972717985697329e+01,2.895019283461007786e-01,3.767305084272302984e-02
4.350507781984255473e+01,2.944060055061468173e-01,3.760881696892486720e-02
4.406273661438615363e+01,2.874829858883515832e-01,3.823383545235128217e-02
4.461270356348777000e+01,2.860698277917345100e-01,3.856237627057172018e-02
4.515497866714740383e+01,2.860323806662463109e-01,3.822001224353274024e-02
4.568956192536505512e+01,2.831946357615452992e-01,3.872437809422320937e-02
4.621645333814073808e+01,2.859777632811537629e-01,3.807397482798844518e-02
4.673565290547442430e+01,2.801361795761345697e-01,3.885811397496049396e-02
4.724716062736614219e+01,2.810454124296646317e-01,3.851418901511449028e-02
4.775097650381587755e+01,2.800473245612868922e-01,3.860330667514849656e-02
4.824710053482363037e+01,2.785161295134214732e-01,3.847127892041568575e-02
4.873553272038940065e+01,2.793738453915912689e-01,3.818198579922666563e-02
4.921627306051318840e+01,2.747851792595085163e-01,3.838584169574556920e-02
4.968932155519500071e+01,2.779627990007459415e-01,3.778507421080866402e-02
5.015467820443483049e+01,2.703513286314577768e-01,3.831329433551507874e-02
5.061234300823267773e+01,2.733504198906310245e-01,3.738517863149525694e-02
5.106231596658854244e+01,2.676911692906171480e-01,3.781080080045909342e-02
5.150459707950243171e+01,2.722791395583393781e-01,3.665755896870308977e-02
5.193918634697433845e+01,2.649125395481327638e-01,3.733634037965325586e-02
5.236608376900426975e+01,2.696818192955006133e-01,3.604065381752281222e-02
5.278528934559221142e+01,2.628543962335960216e-01,3.677468653383391545e-02
5.319680307673817765e+01,2.673559931971364878e-01,3.529325788612866499e-02
5.360062496244215424e+01,2.561617093217575247e-01,3.761261122044705363e-02
5.399675500270416251e+01,2.662065909508104511e-01,3.452745864382635727e-02
5.438519319752418824e+01,2.604286040234203292e-01,3.666230634339602557e-02
5.476593954690223143e+01,2.633109060469444040e-01,3.446766434484764552e-02
5.513899405083829208e+01,2.563809470284088565e-01,3.602982988231065442e-02
5.550435670933237020e+01,2.592917421602372596e-01,3.625984984561017588e-02
5.586202752238447289e+01,2.590923004109482175e-01,3.557475181693278005e-02
5.621200648999459304e+01,2.502296710735474328e-01,3.887776444394751979e-02
5.655429361216273065e+01,2.532157764019070112e-01,3.588756375069549615e-02
5.688888888888888573e+01,2.487957090874770016e-01,3.810921009954714583e-02
5.721579232017306538e+01,2.445851637876124696e-01,3.915850125226177925e-02
5.753500390601526249e+01,2.475302825264241446e-01,3.596295535481031785e-02
5.784652364641547706e+01,2.388754663895875097e-01,4.052016567742180997e-02
5.815035154137371620e+01,2.393700641949964569e-01,3.984925879278390648e-02
5.844648759088997281e+01,2.395171258818931115e-01,3.733749363024681245e-02
5.873493179496423977e+01,2.322004444785313315e-01,4.371831620125616463e-02
5.901568415359653841e+01,2.324537769352140459e-01,3.986264034340495505e-02
5.928874466678684740e+01,2.298760630200958610e-01,4.121323195389236388e-02
5.955411333453518097e+01,2.271790457579526412e-01,4.284222195700155417e-02
5.981179015684153910e+01,2.240006043632611354e-01,4.371853835358905510e-02
6.006177513370590759e+01,2.249143113980632269e-01,4.105187504484437283e-02
6.030406826512830065e+01,2.212593878042967144e-01,4.299565583080881132e-02
6.053866955110871118e+01,2.171826856350683732e-01,4.754877484581176983e-02
