index,energy_per_site
0.000000000000000000e+00,-1.959543462784177348e-01
1.000000000000000000e+00,-2.247399494679628518e+00
2.000000000000000000e+00,-2.232666627722622366e+00
3.000000000000000000e+00,-2.222735246192230729e+00
4.000000000000000000e+00,-2.217110208703095608e+00
5.000000000000000000e+00,-2.240057087593443796e+00
6.000000000000000000e+00,-2.234470164451153096e+00
7.000000000000000000e+00,-2.200888895893165387e+00
8.000000000000000000e+00,-2.243303988798691417e+00
9.000000000000000000e+00,-2.224976740232401884e+00
