index,energy_per_site
0.000000000000000000e+00,7.475299430326837191e-02
1.000000000000000000e+00,5.925184295940532503e-02
2.000000000000000000e+00,6.110190124578507992e-02
3.000000000000000000e+00,6.240328924994839599e-02
4.000000000000000000e+00,6.228676196180957247e-02
5.000000000000000000e+00,6.174275739842254723e-02
6.000000000000000000e+00,6.320172002441115655e-02
7.000000000000000000e+00,6.216754805648229409e-02
8.000000000000000000e+00,6.378271050837619471e-02
9.000000000000000000e+00,6.374980619151313088e-02
