r,G
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,7.418990305729711299e-01
1.500000000000000000e+00,5.941186982306820852e-01
2.500000000000000000e+00,5.301285455483191189e-01
3.500000000000000000e+00,4.853363966114598305e-01
4.500000000000000000e+00,4.537604881070788077e-01
5.500000000000000000e+00,4.307847208728475263e-01
6.500000000000000000e+00,4.145326267311064128e-01
7.500000000000000000e+00,4.013147240226824786e-01
8.500000000000000000e+00,3.901829587846522562e-01
9.500000000000000000e+00,3.800823986617717920e-01
1.050000000000000000e+01,3.709789107682558984e-01
1.150000000000000000e+01,3.608429307648766682e-01
1.250000000000000000e+01,3.515923724614530288e-01
1.350000000000000000e+01,3.433566759103721666e-01
1.450000000000000000e+01,3.362056062120000188e-01
1.550000000000000000e+01,3.288731863539924860e-01
1.650000000000000000e+01,3.249123308962452716e-01
1.750000000000000000e+01,3.168552755070636051e-01
1.850000000000000000e+01,3.117118490849754009e-01
1.950000000000000000e+01,3.069139279410869614e-01
2.050000000000000000e+01,3.022462718853455299e-01
2.150000000000000000e+01,2.979305514060913151e-01
2.250000000000000000e+01,2.951198032966355078e-01
2.350000000000000000e+01,2.912932884108902498e-01
2.450000000000000000e+01,2.863790947889927052e-01
2.550000000000000000e+01,2.840263014071511272e-01
2.650000000000000000e+01,2.797309038770252609e-01
2.750000000000000000e+01,2.768187826641123617e-01
2.850000000000000000e+01,2.744883808806659053e-01
2.950000000000000000e+01,2.742102298686145967e-01
3.050000000000000000e+01,2.704819841916996648e-01
3.150000000000000000e+01,2.701906840996274317e-01
3.250000000000000000e+01,2.679796851475725883e-01
3.350000000000000000e+01,2.660293955412784128e-01
3.450000000000000000e+01,2.639411028709226503e-01
3.550000000000000000e+01,2.636000797352879288e-01
3.650000000000000000e+01,2.610377173410569074e-01
3.750000000000000000e+01,2.585111658729549733e-01
3.850000000000000000e+01,2.579225082422309523e-01
3.950000000000000000e+01,2.576985973364470106e-01
4.050000000000000000e+01,2.570458706404559202e-01
4.150000000000000000e+01,2.570302747325202142e-01
4.250000000000000000e+01,2.578496376310583371e-01
4.350000000000000000e+01,2.562890781635032700e-01
4.450000000000000000e+01,2.551044951769128044e-01
4.550000000000000000e+01,2.542876759573960421e-01
4.650000000000000000e+01,2.531483233756282036e-01
4.750000000000000000e+01,2.525961813580094306e-01
4.850000000000000000e+01,2.532215808781548838e-01
4.950000000000000000e+01,2.514721865650516031e-01
5.050000000000000000e+01,2.499833252551422469e-01
5.150000000000000000e+01,2.492151520712155566e-01
5.250000000000000000e+01,2.485324990185436012e-01
5.350000000000000000e+01,2.467159561239849197e-01
5.450000000000000000e+01,2.463212419590037061e-01
5.550000000000000000e+01,2.438851207244198127e-01
5.650000000000000000e+01,2.398102448775488726e-01
5.750000000000000000e+01,2.389155998819214588e-01
5.850000000000000000e+01,2.372032066653962101e-01
5.950000000000000000e+01,2.369337553758965875e-01
6.050000000000000000e+01,2.358371177081120262e-01
6.150000000000000000e+01,2.354208247938536225e-01
6.250000000000000000e+01,2.344904173580367457e-01
6.350000000000000000e+01,2.338702608950815887e-01
