index,energy_per_site
0.000000000000000000e+00,5.288670999709822462e-01
1.000000000000000000e+00,3.285642552954882722e-01
2.000000000000000000e+00,3.347463942121209901e-01
3.000000000000000000e+00,3.324786914948133498e-01
4.000000000000000000e+00,3.318534174667147618e-01
5.000000000000000000e+00,3.307029103352138732e-01
6.000000000000000000e+00,3.349121286840314182e-01
7.000000000000000000e+00,3.368996001414775732e-01
8.000000000000000000e+00,3.379534330496730132e-01
9.000000000000000000e+00,3.368371999686252671e-01
