step,energy_per_site
0.000000000000000000e+00,5.377007913448197396e-01
5.000000000000000000e+05,2.581418575467491205e-01
1.000000000000000000e+06,2.465598880151698424e-01
1.500000000000000000e+06,2.556076700719787098e-01
2.000000000000000000e+06,2.552593677202750211e-01
2.500000000000000000e+06,2.526962568241959417e-01
3.000000000000000000e+06,2.472889670362327652e-01
3.500000000000000000e+06,2.401487847998957093e-01
4.000000000000000000e+06,2.500525337354749800e-01
4.500000000000000000e+06,2.540641990324364885e-01
5.000000000000000000e+06,2.558058643158448997e-01
