index,energy_per_site
0.000000000000000000e+00,5.023899876871265047e-01
1.000000000000000000e+00,6.076278030411112058e-02
2.000000000000000000e+00,6.197692146805467567e-02
3.000000000000000000e+00,6.300815132701972909e-02
4.000000000000000000e+00,6.232311194142017841e-02
5.000000000000000000e+00,6.364776231436858334e-02
6.000000000000000000e+00,6.359884449187112876e-02
7.000000000000000000e+00,6.340896285284301770e-02
8.000000000000000000e+00,6.219839455929725147e-02
9.000000000000000000e+00,6.257398591326605863e-02
