r,G
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,7.789257124011590427e-01
1.500000000000000000e+00,6.538504831746757562e-01
2.500000000000000000e+00,6.021997549109724401e-01
3.500000000000000000e+00,5.690697886322613197e-01
4.500000000000000000e+00,5.429438530141559305e-01
5.500000000000000000e+00,5.249931212903665712e-01
6.500000000000000000e+00,5.140390585725271855e-01
7.500000000000000000e+00,5.042001398571320792e-01
8.500000000000000000e+00,4.954638197999891025e-01
9.500000000000000000e+00,4.871779052455824655e-01
1.050000000000000000e+01,4.809933089014510332e-01
1.150000000000000000e+01,4.738754471780236566e-01
1.250000000000000000e+01,4.678304923746768873e-01
1.350000000000000000e+01,4.629867492044361099e-01
1.450000000000000000e+01,4.574884757926361289e-01
1.550000000000000000e+01,4.528784937057714899e-01
1.650000000000000000e+01,4.510845756441703158e-01
1.750000000000000000e+01,4.456764228288945251e-01
1.850000000000000000e+01,4.415240630609658101e-01
1.950000000000000000e+01,4.375949371500652552e-01
2.050000000000000000e+01,4.336417283958779456e-01
2.150000000000000000e+01,4.295668348674200332e-01
2.250000000000000000e+01,4.261264272526201213e-01
2.350000000000000000e+01,4.227465994778528136e-01
2.450000000000000000e+01,4.196275512235854155e-01
2.550000000000000000e+01,4.163926338674898142e-01
2.650000000000000000e+01,4.136339525409525320e-01
2.750000000000000000e+01,4.111140630980723021e-01
2.850000000000000000e+01,4.085651534372383709e-01
2.950000000000000000e+01,4.078938294034823442e-01
3.050000000000000000e+01,4.054337361641393023e-01
3.150000000000000000e+01,4.035472581124097124e-01
3.250000000000000000e+01,4.010354210464557312e-01
3.350000000000000000e+01,3.984197407477638730e-01
3.450000000000000000e+01,3.966470072508860856e-01
3.550000000000000000e+01,3.956829937650426232e-01
3.650000000000000000e+01,3.946296695317323411e-01
3.750000000000000000e+01,3.930993872734593331e-01
3.850000000000000000e+01,3.918931482296891256e-01
3.950000000000000000e+01,3.905654205372019461e-01
4.050000000000000000e+01,3.892050263381403030e-01
4.150000000000000000e+01,3.883859303884824032e-01
4.250000000000000000e+01,3.884625956233735411e-01
4.350000000000000000e+01,3.875015084540383570e-01
4.450000000000000000e+01,3.867774488694549206e-01
4.550000000000000000e+01,3.860104883309492529e-01
4.650000000000000000e+01,3.858639199510681683e-01
4.750000000000000000e+01,3.843610741948669807e-01
4.850000000000000000e+01,3.838918010698064709e-01
4.950000000000000000e+01,3.816001607282524799e-01
5.050000000000000000e+01,3.802472828542437511e-01
5.150000000000000000e+01,3.779654079211642870e-01
5.250000000000000000e+01,3.773027284256791902e-01
5.350000000000000000e+01,3.749381469169550951e-01
5.450000000000000000e+01,3.753563558019974988e-01
5.550000000000000000e+01,3.732531224858645635e-01
5.650000000000000000e+01,3.695160113786879474e-01
5.750000000000000000e+01,3.680530393785837462e-01
5.850000000000000000e+01,3.667314048397237181e-01
5.950000000000000000e+01,3.660627717808575543e-01
6.050000000000000000e+01,3.642475421848457851e-01
6.150000000000000000e+01,3.637078129840457530e-01
6.250000000000000000e+01,3.622231413807442957e-01
6.350000000000000000e+01,3.617577562701695393e-01
