r,r_error,G,G_error
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.999999999999960032e-01,3.347448369359225286e-17,9.813004273387426757e-01,1.728776951162507654e-04
9.999999999999988898e-01,3.347448369359225286e-17,9.792045623162125567e-01,1.868327690505044070e-04
9.999999999999998890e-01,3.347448369359225286e-17,9.775699267367117251e-01,4.010344945942043876e-04
9.999999999999998890e-01,0.000000000000000000e+00,9.723057008074257324e-01,2.185680117215261598e-04
1.000000000000000000e+00,0.000000000000000000e+00,9.788379591914854183e-01,8.845099633284556723e-05
1.000000000000000222e+00,0.000000000000000000e+00,9.753856840374854897e-01,1.227432334101344552e-03
1.000000000000000222e+00,6.694896738718450572e-17,9.786864551898193376e-01,2.255231037395955429e-04
1.000000000000001998e+00,0.000000000000000000e+00,9.821814152512099438e-01,4.947603808086244338e-05
1.732050807568874973e+00,0.000000000000000000e+00,9.756881888162420857e-01,1.197274426136826309e-04
1.732050807568876971e+00,6.694896738718450572e-17,9.724561183932899366e-01,1.048933175067920170e-04
1.732050807568877193e+00,0.000000000000000000e+00,9.670860366575905198e-01,4.723566080823917877e-04
1.732050807568877193e+00,6.694896738718450572e-17,9.663726385762708704e-01,1.224091611966477344e-03
1.732050807568878303e+00,2.008469021615535172e-16,9.730393092877783756e-01,3.124368162797866856e-04
1.732050807568878525e+00,0.000000000000000000e+00,9.759410834490537257e-01,8.939887031687584562e-05
1.732050807568882078e+00,0.000000000000000000e+00,9.767822097338568765e-01,2.141946075019905422e-04
1.999999999999997780e+00,6.694896738718450572e-17,9.750031074600445935e-01,9.323760945861687640e-05
1.999999999999999778e+00,6.694896738718450572e-17,9.697264772554808898e-01,3.331553465313376598e-04
1.999999999999999778e+00,0.000000000000000000e+00,9.584217116305456807e-01,5.384744959091440934e-04
2.000000000000000000e+00,0.000000000000000000e+00,9.713332913431620419e-01,1.619006625787631549e-04
2.000000000000000444e+00,0.000000000000000000e+00,9.711120784203024492e-01,3.042202490218932323e-04
2.000000000000000444e+00,1.338979347743690114e-16,9.734422914035699703e-01,1.696523054352141568e-04
2.000000000000003997e+00,0.000000000000000000e+00,9.754847749350478159e-01,1.611397692484795616e-04
2.645751311064583167e+00,1.338979347743690114e-16,9.794981722382889444e-01,4.348433748234460140e-04
2.645751311064586719e+00,1.338979347743690114e-16,9.762006456490527340e-01,4.299709185032743659e-04
2.645751311064589384e+00,1.338979347743690114e-16,9.707723923168480873e-01,1.365137612915669218e-04
2.645751311064589828e+00,0.000000000000000000e+00,9.723076900319443938e-01,4.660213210943349883e-04
2.645751311064590272e+00,0.000000000000000000e+00,9.675165439737445361e-01,1.400358942355008573e-04
2.645751311064590272e+00,1.338979347743690114e-16,9.687551733512390628e-01,2.166674215120268385e-04
2.645751311064592048e+00,1.338979347743690114e-16,9.705044953013761688e-01,1.047306033042309223e-04
2.645751311064592937e+00,1.338979347743690114e-16,9.673696279222572247e-01,5.545876225817787143e-04
2.645751311064593825e+00,0.000000000000000000e+00,9.722724382440468549e-01,2.799707633757481844e-04
2.645751311064593825e+00,1.338979347743690114e-16,9.622392780069127793e-01,5.885283681324839696e-04
2.999999999999993339e+00,2.677958695487380229e-16,9.797596367651412175e-01,6.200373141044077802e-04
2.999999999999996891e+00,0.000000000000000000e+00,9.725283402436111224e-01,3.444805675760259276e-04
2.999999999999999556e+00,2.677958695487380229e-16,9.582415968731132772e-01,4.838257636223527525e-04
2.999999999999999556e+00,0.000000000000000000e+00,9.702396076091439614e-01,4.005666600669942129e-04
3.000000000000000000e+00,0.000000000000000000e+00,9.683090397261956417e-01,1.243058401540192816e-04
3.000000000000000444e+00,1.338979347743690114e-16,9.649657904677890752e-01,6.858546253631921759e-04
3.000000000000001332e+00,1.338979347743690114e-16,9.633654305442825860e-01,7.090627948575395920e-04
3.000000000000003109e+00,0.000000000000000000e+00,9.630047051623169541e-01,5.227599391208693136e-04
3.464101615137749945e+00,0.000000000000000000e+00,9.707101821518260287e-01,1.418833868093628977e-04
3.464101615137753942e+00,1.338979347743690114e-16,9.675177992364774049e-01,1.152053609519729607e-04
3.464101615137754386e+00,0.000000000000000000e+00,9.607184599386435764e-01,5.456149921750375878e-04
3.464101615137754386e+00,1.338979347743690114e-16,9.668896095514250000e-01,4.674613996720941014e-04
3.464101615137756607e+00,4.016938043231070343e-16,9.650659842040564262e-01,1.045284294290996468e-04
3.464101615137757051e+00,0.000000000000000000e+00,9.694598978734318973e-01,1.588934925461304667e-04
3.605551275463983352e+00,2.677958695487380229e-16,9.773981167033273243e-01,4.202363943802430281e-04
3.605551275463985128e+00,1.338979347743690114e-16,9.698393950668200425e-01,1.445794060937170161e-04
3.605551275463987349e+00,1.338979347743690114e-16,9.689640764027432907e-01,4.277180671136083991e-04
3.605551275463988237e+00,0.000000000000000000e+00,9.664704392631733310e-01,1.307205708889170811e-04
3.605551275463988237e+00,1.338979347743690114e-16,9.684362251807900890e-01,5.497316330764642160e-04
3.605551275463988237e+00,2.677958695487380229e-16,9.643801775492402140e-01,1.482360424810377254e-04
3.605551275463988237e+00,4.016938043231070343e-16,9.673199622728781977e-01,1.588961428128280286e-04
3.605551275463989569e+00,1.338979347743690114e-16,9.643343682189221555e-01,3.954904622846827796e-04
3.605551275463990457e+00,1.338979347743690114e-16,9.613816731034906526e-01,9.244361671884245056e-04
3.605551275463992233e+00,1.338979347743690114e-16,9.699199176501676067e-01,1.558092407863969232e-04
3.999999999999995559e+00,1.338979347743690114e-16,9.680584909909079050e-01,1.000031557276855054e-04
3.999999999999999556e+00,1.338979347743690114e-16,9.647903492863090236e-01,1.566812338961714329e-04
3.999999999999999556e+00,0.000000000000000000e+00,9.582502356538690202e-01,6.081037397235181455e-04
4.000000000000000000e+00,0.000000000000000000e+00,9.633643070688269194e-01,8.590106768848234503e-05
4.000000000000000888e+00,0.000000000000000000e+00,9.631993017810276392e-01,4.907681969732484092e-04
4.000000000000000888e+00,2.677958695487380229e-16,9.691591590810024748e-01,1.759508314715627379e-04
4.358898943540668647e+00,2.677958695487380229e-16,9.727644161658198785e-01,4.744786230539996350e-04
4.358898943540672200e+00,2.677958695487380229e-16,9.676504260875344876e-01,1.149778168551396075e-04
4.358898943540673088e+00,0.000000000000000000e+00,9.634458581390376031e-01,2.035589648632769541e-04
4.358898943540673976e+00,0.000000000000000000e+00,9.626443025474510362e-01,1.763483681726326258e-04
4.358898943540673976e+00,2.677958695487380229e-16,9.668426334052747650e-01,2.197962741649900483e-04
4.358898943540674864e+00,2.677958695487380229e-16,9.647193482894143024e-01,1.608091389599465343e-04
4.358898943540679305e+00,2.677958695487380229e-16,9.683855240705278034e-01,4.032214176574970142e-04
4.582575694955836276e+00,0.000000000000000000e+00,9.665603621883032126e-01,1.276916237877313831e-04
4.582575694955837164e+00,2.677958695487380229e-16,9.671383716197829994e-01,9.213759777191829795e-05
4.582575694955838053e+00,2.677958695487380229e-16,9.629022322659565036e-01,1.580220966220881101e-04
4.582575694955840717e+00,2.677958695487380229e-16,9.597229217898874953e-01,2.635773957490705863e-04
4.582575694955841605e+00,2.677958695487380229e-16,9.638286300499743220e-01,1.390415805710361915e-04
