step,energy_per_site
0.000000000000000000e+00,5.372327786483785950e-01
1.000000000000000000e+06,1.191782578886719512e-01
2.000000000000000000e+06,1.098579388877545387e-01
3.000000000000000000e+06,1.101994594302671548e-01
4.000000000000000000e+06,1.049278049933255047e-01
5.000000000000000000e+06,1.011812446366829876e-01
6.000000000000000000e+06,1.012344434970560425e-01
7.000000000000000000e+06,1.055609504129325776e-01
8.000000000000000000e+06,1.025792364919284744e-01
9.000000000000000000e+06,1.035109551144931805e-01
1.000000000000000000e+07,1.040156603614935671e-01
