index,energy_per_site
0.000000000000000000e+00,-1.212923382568883990e-01
1.000000000000000000e+00,-2.073014143756337191e+00
2.000000000000000000e+00,-2.072760165449892611e+00
3.000000000000000000e+00,-2.062146780642995836e+00
4.000000000000000000e+00,-1.998305055758803128e+00
5.000000000000000000e+00,-2.110695074467928478e+00
6.000000000000000000e+00,-2.014388273076698876e+00
7.000000000000000000e+00,-2.110641455806155697e+00
8.000000000000000000e+00,-2.003139143129336386e+00
9.000000000000000000e+00,-2.071924967502297044e+00
