index,energy_per_site
0.000000000000000000e+00,-1.337852218442395213e-01
1.000000000000000000e+00,-1.991316552467667256e+00
2.000000000000000000e+00,-1.923542119943581152e+00
3.000000000000000000e+00,-1.874182682506366993e+00
4.000000000000000000e+00,-1.883094052073237767e+00
5.000000000000000000e+00,-1.929274252246292454e+00
6.000000000000000000e+00,-1.901882583712356745e+00
7.000000000000000000e+00,-1.983548200455558685e+00
8.000000000000000000e+00,-1.929846266806336308e+00
9.000000000000000000e+00,-1.920214284670029636e+00
