step,energy_per_site
0.000000000000000000e+00,1.136058738675109314e+00
2.000000000000000000e+05,8.590160981212152658e-01
4.000000000000000000e+05,8.514956862751354993e-01
6.000000000000000000e+05,8.511426113165394547e-01
8.000000000000000000e+05,8.597062891588864719e-01
1.000000000000000000e+06,8.576414132963050552e-01
1.200000000000000000e+06,8.521928821378397245e-01
1.400000000000000000e+06,8.279196104380022181e-01
1.600000000000000000e+06,8.730729927379823341e-01
1.800000000000000000e+06,8.657624589834594930e-01
2.000000000000000000e+06,8.524794249776831423e-01
