r,G
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,5.284977027662314253e-01
1.500000000000000000e+00,2.519457245918120258e-01
2.500000000000000000e+00,1.282733618195858738e-01
3.500000000000000000e+00,4.292402050616637293e-02
4.500000000000000000e+00,1.029415993381775293e-02
5.500000000000000000e+00,3.051441712640225873e-02
6.500000000000000000e+00,3.517541611907262777e-02
7.500000000000000000e+00,2.977657525196406724e-02
8.500000000000000000e+00,1.916852758365684625e-02
9.500000000000000000e+00,7.477654045836051346e-03
1.050000000000000000e+01,4.389767845386086803e-03
1.150000000000000000e+01,6.061544086695376012e-03
1.250000000000000000e+01,3.501644797264979667e-03
1.350000000000000000e+01,2.728444069879401752e-03
1.450000000000000000e+01,4.651120989792572463e-03
1.550000000000000000e+01,6.581111802360048793e-03
