index,energy_per_site
0.000000000000000000e+00,4.899205703271364287e-01
1.000000000000000000e+00,1.351039393087386797e-01
2.000000000000000000e+00,1.357380351621652881e-01
3.000000000000000000e+00,1.410623059942450186e-01
4.000000000000000000e+00,1.296067664005665088e-01
5.000000000000000000e+00,1.405306287607660520e-01
6.000000000000000000e+00,1.445730891459823253e-01
7.000000000000000000e+00,1.335410696957683163e-01
8.000000000000000000e+00,1.392630083968895427e-01
9.000000000000000000e+00,1.364908287597086378e-01
