index,energy_per_site
0.000000000000000000e+00,8.447888017516470838e-02
1.000000000000000000e+00,8.226915860954102377e-02
2.000000000000000000e+00,8.272467910056822971e-02
3.000000000000000000e+00,7.941578080635725012e-02
4.000000000000000000e+00,7.624119914737106929e-02
5.000000000000000000e+00,7.761080121043051339e-02
6.000000000000000000e+00,7.583608487584272972e-02
7.000000000000000000e+00,8.240873190252154257e-02
8.000000000000000000e+00,8.146224789480961681e-02
9.000000000000000000e+00,7.785925191846128357e-02
