index,energy_per_site
0.000000000000000000e+00,5.024724907102799953e-01
1.000000000000000000e+00,1.625247351519787387e-01
2.000000000000000000e+00,1.622912362573915857e-01
3.000000000000000000e+00,1.621465225260368959e-01
4.000000000000000000e+00,1.619850696511291321e-01
5.000000000000000000e+00,1.619090864307176358e-01
6.000000000000000000e+00,1.617874005350028455e-01
7.000000000000000000e+00,1.617346028511073563e-01
8.000000000000000000e+00,1.616892294522136730e-01
9.000000000000000000e+00,1.616261012857470036e-01
