index,energy_per_site
0.000000000000000000e+00,-3.554794293631904911e-01
1.000000000000000000e+00,-2.961639658731673563e+00
2.000000000000000000e+00,-2.964610387646436251e+00
3.000000000000000000e+00,-2.967105696027198203e+00
4.000000000000000000e+00,-2.967105761622883975e+00
5.000000000000000000e+00,-2.967105709307054973e+00
6.000000000000000000e+00,-2.967105703256635252e+00
7.000000000000000000e+00,-2.967105748773934515e+00
8.000000000000000000e+00,-2.967105789917894754e+00
9.000000000000000000e+00,-2.967105837581452743e+00
