index,energy_per_site
0.000000000000000000e+00,5.341593980330442415e-01
1.000000000000000000e+00,3.338689132609151677e-01
2.000000000000000000e+00,3.338801477037195431e-01
3.000000000000000000e+00,3.330971489112197759e-01
4.000000000000000000e+00,3.338876414390966607e-01
5.000000000000000000e+00,3.357695663821997911e-01
6.000000000000000000e+00,3.329471913104664060e-01
7.000000000000000000e+00,3.321706071657246628e-01
8.000000000000000000e+00,3.325671607240714422e-01
9.000000000000000000e+00,3.340524166453440191e-01
