index,energy_per_site
0.000000000000000000e+00,5.300820799302057296e-01
1.000000000000000000e+00,2.320538375170379530e-01
2.000000000000000000e+00,2.315067639134468225e-01
3.000000000000000000e+00,2.314369499891738013e-01
4.000000000000000000e+00,2.317199235586381301e-01
5.000000000000000000e+00,2.327022225608101069e-01
6.000000000000000000e+00,2.305767374796123814e-01
7.000000000000000000e+00,2.325946694161160067e-01
8.000000000000000000e+00,2.311860130619634301e-01
9.000000000000000000e+00,2.309382627200177451e-01
