step,energy_per_site
0.000000000000000000e+00,1.125651959692107518e+00
5.000000000000000000e+05,8.130564288462098776e-01
1.000000000000000000e+06,8.005057581435993663e-01
1.500000000000000000e+06,7.986282866135665515e-01
2.000000000000000000e+06,7.986250448088131337e-01
2.500000000000000000e+06,8.071615713501270051e-01
3.000000000000000000e+06,7.975834588485600785e-01
3.500000000000000000e+06,8.003812060482284885e-01
4.000000000000000000e+06,8.065228068416662177e-01
4.500000000000000000e+06,8.003150427655960630e-01
5.000000000000000000e+06,7.996696291549719726e-01
