r,r_error,G,G_error
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.999999999999960032e-01,3.347448369359225286e-17,9.941184289888483905e-01,6.414885240146615320e-05
9.999999999999988898e-01,3.347448369359225286e-17,9.948396420207576973e-01,1.966500319017264618e-05
9.999999999999998890e-01,3.347448369359225286e-17,9.948643903784546438e-01,6.632333577664297603e-05
9.999999999999998890e-01,0.000000000000000000e+00,9.923942248610656547e-01,2.240420087806020938e-04
1.000000000000000000e+00,0.000000000000000000e+00,9.946942858702185752e-01,3.574975051964908652e-05
1.000000000000000222e+00,0.000000000000000000e+00,9.949833217675998487e-01,1.322074576644671588e-04
1.000000000000000222e+00,6.694896738718450572e-17,9.955134321363877659e-01,3.867531331686442858e-05
1.000000000000001998e+00,0.000000000000000000e+00,9.949894733459487828e-01,2.297023652864777803e-05
1.732050807568874973e+00,0.000000000000000000e+00,9.926239556341631687e-01,5.863305279169209855e-05
1.732050807568876971e+00,6.694896738718450572e-17,9.934320745473489422e-01,2.169931162438777311e-05
1.732050807568877193e+00,0.000000000000000000e+00,9.925663580502479544e-01,4.585976461246499996e-05
1.732050807568877193e+00,6.694896738718450572e-17,9.925950715302856997e-01,5.508433571477127960e-05
1.732050807568878303e+00,2.008469021615535172e-16,9.940403729227956786e-01,4.952918938628735962e-05
1.732050807568878525e+00,0.000000000000000000e+00,9.936682335043510728e-01,2.229418991252492556e-05
1.732050807568882078e+00,0.000000000000000000e+00,9.936536815374246157e-01,9.422745183257301535e-05
1.999999999999997780e+00,6.694896738718450572e-17,9.926873834897365079e-01,4.244773077365348582e-05
1.999999999999999778e+00,6.694896738718450572e-17,9.933378062625771721e-01,5.024107466786744525e-05
1.999999999999999778e+00,0.000000000000000000e+00,9.909242753307258011e-01,1.695791188433386232e-04
2.000000000000000000e+00,0.000000000000000000e+00,9.926302341874317925e-01,1.646821355878094531e-05
2.000000000000000444e+00,0.000000000000000000e+00,9.933570971746555900e-01,7.456624635108337633e-05
2.000000000000000444e+00,1.338979347743690114e-16,9.932347435662755020e-01,3.196138656475321077e-05
2.000000000000003997e+00,0.000000000000000000e+00,9.932590546914642493e-01,6.611020032204745873e-05
2.645751311064583167e+00,1.338979347743690114e-16,9.938509266468062986e-01,1.736043310986396080e-04
2.645751311064586719e+00,1.338979347743690114e-16,9.925425915767217555e-01,6.288740733171526928e-05
2.645751311064589384e+00,1.338979347743690114e-16,9.915827701024386709e-01,3.086302609240458290e-05
2.645751311064589828e+00,0.000000000000000000e+00,9.929851327330943001e-01,6.337589972816090730e-05
2.645751311064590272e+00,0.000000000000000000e+00,9.925131483126926613e-01,1.976875455634496544e-05
2.645751311064590272e+00,1.338979347743690114e-16,9.921633301928270976e-01,2.807969632323770387e-05
2.645751311064592048e+00,1.338979347743690114e-16,9.924861267904845352e-01,3.188038055395963477e-05
2.645751311064592937e+00,1.338979347743690114e-16,9.940216249310190877e-01,1.914767140970096272e-04
2.645751311064593825e+00,0.000000000000000000e+00,9.926261491589559727e-01,5.707263345905473363e-05
2.645751311064593825e+00,1.338979347743690114e-16,9.930501336880528385e-01,1.884985124879244361e-04
2.999999999999993339e+00,2.677958695487380229e-16,9.921898767732997282e-01,2.126673447146050478e-04
2.999999999999996891e+00,0.000000000000000000e+00,9.925580809211417277e-01,1.500711438167285120e-04
2.999999999999999556e+00,2.677958695487380229e-16,9.926771721864205977e-01,2.073818752122649105e-04
2.999999999999999556e+00,0.000000000000000000e+00,9.922700295776659685e-01,1.071018537824359074e-04
3.000000000000000000e+00,0.000000000000000000e+00,9.916806731231816441e-01,2.087539947599213050e-05
3.000000000000000444e+00,1.338979347743690114e-16,9.920955566971522144e-01,1.823450307775403910e-04
3.000000000000001332e+00,1.338979347743690114e-16,9.930100917500588320e-01,1.517841595260875664e-04
3.000000000000003109e+00,0.000000000000000000e+00,9.932048313202870293e-01,1.953835363692727910e-04
3.464101615137749945e+00,0.000000000000000000e+00,9.908584418937408378e-01,1.185113485591674681e-04
3.464101615137753942e+00,1.338979347743690114e-16,9.911983458226022448e-01,3.206945182967003337e-05
3.464101615137754386e+00,0.000000000000000000e+00,9.918269167433948486e-01,4.145642756307397326e-05
3.464101615137754386e+00,1.338979347743690114e-16,9.924198122597052141e-01,9.520590253421338817e-05
3.464101615137756607e+00,4.016938043231070343e-16,9.919113451922864089e-01,4.518171646196539147e-05
3.464101615137757051e+00,0.000000000000000000e+00,9.915834211554428457e-01,4.890072831446149072e-05
3.605551275463983352e+00,2.677958695487380229e-16,9.908871150289098040e-01,2.005837024045263074e-04
3.605551275463985128e+00,1.338979347743690114e-16,9.907188877263852778e-01,6.351967810712051720e-05
3.605551275463987349e+00,1.338979347743690114e-16,9.923258273566336607e-01,1.016836985785854632e-04
3.605551275463988237e+00,0.000000000000000000e+00,9.911521803386542651e-01,1.785587858461334062e-05
