step,energy_per_site
0.000000000000000000e+00,5.224905609116829996e-01
5.000000000000000000e+05,8.291269420259994583e-02
1.000000000000000000e+06,3.997265156460450691e-02
1.500000000000000000e+06,2.280468510940444199e-02
2.000000000000000000e+06,1.891841640693278995e-02
2.500000000000000000e+06,1.152670419437969856e-02
3.000000000000000000e+06,1.164039479269783281e-02
3.500000000000000000e+06,1.203329393053893109e-02
4.000000000000000000e+06,1.143617592253468040e-02
4.500000000000000000e+06,1.145270898591603873e-02
5.000000000000000000e+06,1.119932405744309724e-02
